상가업소번호,가게명,리뷰 개수,긍정 리뷰 개수,부정 리뷰 개수,긍정 리뷰 비율,부정 리뷰 비율
MA010120220800600646,길상양꼬치,9,9,0,100.0,0.0
3308,모리츠플라츠,9,9,0,100.0,0.0
MA010120220800586774,강산애,9,9,0,100.0,0.0
MA010120220802688155,밥이꿀바비꿀,9,9,0,100.0,0.0
MA0101202209A0095543,리화인아이스크림와플,9,9,0,100.0,0.0
MA010120220800568433,신미불닭발,8,8,0,100.0,0.0
MA010120220800560835,시골농장,8,8,0,100.0,0.0
MA010120220800201981,초당쌈밥,8,7,1,87.5,12.5
MA0101202212A0046050,달리는커피 신촌역점,8,8,0,100.0,0.0
MA010120220800574359,요이스시,8,8,0,100.0,0.0
MA010120220801764491,일품92하우스,8,8,0,100.0,0.0
MA010120220812726726,사워도우 랩,8,8,0,100.0,0.0
MA010120220810815413,코지라운지,8,7,1,87.5,12.5
MA010120220800587468,남도밥상,8,8,0,100.0,0.0
MA010120220803108224,카페아늑,8,7,1,87.5,12.5
MA010120220814312456,홍곱창 신촌점,8,8,0,100.0,0.0
MA010120220800203460,하우스라운지,8,8,0,100.0,0.0
MA010120220802738962,김덕후의 차돌조,8,8,0,100.0,0.0
MA010120220808598924,디저트샵 이브흐,8,8,0,100.0,0.0
MA010120220808479572,카페 지니,8,8,0,100.0,0.0
MA010120220806802183,은희네 돈까스,8,8,0,100.0,0.0
MA010120220800097594,올그릭투미,7,7,0,100.0,0.0
MA010120220813227928,의원상 이대점,7,7,0,100.0,0.0
MA010120220805237669,통인동커피공방 신촌로스팅라이브러리,7,7,0,100.0,0.0
MA010120220800600193,장군찜닭,7,7,0,100.0,0.0
MA010120220800563846,동강참치,7,7,0,100.0,0.0
MA010120220806864404,카페봄봄 이화여대점,7,7,0,100.0,0.0
MA010120220812486152,홍대24시스파 스낵,7,7,0,100.0,0.0
MA010120220809680034,수퍼파인,7,6,1,85.7,14.3
MA010120220800602687,쭈꾸미달인 신촌점,7,7,0,100.0,0.0
MA010120220800590808,신촌영양센터,7,7,0,100.0,0.0
MA010120220810236516,꽃피다이화다방,7,7,0,100.0,0.0
MA010120220800576684,죽해수산,7,7,0,100.0,0.0
MA010120220809744262,카페슬래시,7,7,0,100.0,0.0
MA010120220800602745,최완식참치,7,5,2,71.4,28.6
MA010120220805123375,이가네설렁탕,7,7,0,100.0,0.0
MA010120220811737908,오렌지룸 신촌점,7,7,0,100.0,0.0
MA010120220814181050,더숲키친,7,7,0,100.0,0.0
MA010120220808639676,신화장,7,7,0,100.0,0.0
MA010120220800895598,명물갈비,7,7,0,100.0,0.0
MA010120220800593154,파이홀,6,6,0,100.0,0.0
MA010120220809623899,살롱드느루,6,6,0,100.0,0.0
MA010120220812818551,굽네치킨 신촌점,6,6,0,100.0,0.0
MA010120220811679610,원할머니보쌈족발 신촌점,6,6,0,100.0,0.0
MA010120220802508713,여래여거,6,6,0,100.0,0.0
MA010120220813859396,걸작떡볶이치킨 신촌점,6,6,0,100.0,0.0
MA010120220803286104,책다방 위숨,6,4,2,66.7,33.3
MA010120220800595106,압구정샤브샤브 신촌점,6,5,1,83.3,16.7
MA010120220800590559,아마이,6,5,1,83.3,16.7
MA010120220806371195,뉴타운,6,5,1,83.3,16.7
MA010120220804867487,우리집식당,6,6,0,100.0,0.0
MA010120220812684991,순살만공격 마포신촌점,6,6,0,100.0,0.0
MA010120220813856807,리틀쿠바 현대백화점유플렉스신촌점,6,6,0,100.0,0.0
MA010120220800586235,거품1,6,6,0,100.0,0.0
MA010120220805954544,육쌈냉면 이대점,6,6,0,100.0,0.0
MA010120220800588076,논지당,6,6,0,100.0,0.0
MA010120220812267789,오늘와인한잔 이대역점,6,6,0,100.0,0.0
MA010120220805061623,신촌브루스,6,6,0,100.0,0.0
MA010120220805341587,버블티킹 신촌점,6,6,0,100.0,0.0
MA010120220802506825,산타비,6,6,0,100.0,0.0
MA010120220814348168,KMGM 신촌점,6,6,0,100.0,0.0
MA010120220813099288,패스트카페 신촌점,5,5,0,100.0,0.0
MA010120220803231740,세아마라탕,5,4,1,80.0,20.0
MA010120220803166387,돈노코돈먹기 이대점,5,5,0,100.0,0.0
MA010120220812114781,코비노래타운 신촌점,5,4,1,80.0,20.0
MA010120220800591343,남도벌교음식점,5,4,1,80.0,20.0
MA010120220800565845,리버트리커피,5,5,0,100.0,0.0
MA010120220804825756,엠아이스위트,5,5,0,100.0,0.0
MA010120220803148062,빠빠빠치킨 연대본점,5,4,1,80.0,20.0
MA010120220804895059,히우카우,5,5,0,100.0,0.0
MA010120220804945975,피자나라치킨공주 신촌점,5,5,0,100.0,0.0
MA010120220800560223,다모토리,5,5,0,100.0,0.0
MA010120220800584198,이자카야 류 2호점,5,4,1,80.0,20.0
MA010120220807405364,카페HE,5,5,0,100.0,0.0
MA010120220804245072,아키,5,5,0,100.0,0.0
MA010120220800558226,벽제갈비 신촌점,5,4,1,80.0,20.0
MA010120220805281719,네네치킨 이대역점,5,5,0,100.0,0.0
MA010120220800639531,비틀즈,5,5,0,100.0,0.0
MA010120220813874171,치즈를사랑한찜닭 신촌본점,5,5,0,100.0,0.0
MA010120220811924124,인도야시장 신촌점,5,5,0,100.0,0.0
MA010120220809299498,따띠삼겹 이대점,5,5,0,100.0,0.0
MA010120220812082877,아임요거트&아이스크림 이화점,5,5,0,100.0,0.0
MA010120220810129526,와인집,5,5,0,100.0,0.0
MA010120220800608853,엄마손김밥,5,5,0,100.0,0.0
MA010120220800633380,고바우,5,4,1,80.0,20.0
MA010120220802964354,Dana Bakeshop,5,4,1,80.0,20.0
MA010120220800639972,한옥숯불돼지갈비,5,5,0,100.0,0.0
MA010120220809411112,태백산맥,5,5,0,100.0,0.0
MA010120220800602977,동네아저씨 신촌점,5,5,0,100.0,0.0
MA010120220812119939,신촌갈매기,5,5,0,100.0,0.0
MA010120220802865638,설맥 신촌점,5,5,0,100.0,0.0
MA010120220800998373,홍보석,5,5,0,100.0,0.0
MA010120220812927048,한우곱창,5,5,0,100.0,0.0
MA010120220801767160,2대족발,5,5,0,100.0,0.0
MA010120220800583190,신촌양꼬치,5,5,0,100.0,0.0
3307,피망과토마토,4,4,0,100.0,0.0
MA010120220805486206,준코 연세대점,4,4,0,100.0,0.0
MA010120220813594090,낙원스낵 신촌점,4,4,0,100.0,0.0
3306,탕화쿵부,4,4,0,100.0,0.0
MA010120220812300944,치즈문,4,4,0,100.0,0.0
MA010120220805124406,악동포차,4,4,0,100.0,0.0
MA010120220800909832,대명꼬기,4,4,0,100.0,0.0
MA010120220805962524,춘풍식리양꼬치,4,4,0,100.0,0.0
MA010120220803986338,타코마씸 신촌점,4,4,0,100.0,0.0
MA010120220800588797,훼드라,4,3,1,75.0,25.0
MA010120220800594420,앨리스,4,4,0,100.0,0.0
MA010120220807383253,카페스페이스,4,3,1,75.0,25.0
MA010120220800383189,까미네 닭강정,4,4,0,100.0,0.0
MA010120220805990273,119등갈비,4,4,0,100.0,0.0
MA010120220814171134,LP시대,4,4,0,100.0,0.0
MA010120220808707421,크리스터 치킨,4,4,0,100.0,0.0
MA010120220810241901,치킨을사랑한떡볶이 서울이대점,4,4,0,100.0,0.0
MA010120220812542174,막퍼주는집,4,4,0,100.0,0.0
MA010120220813591092,육연소,4,4,0,100.0,0.0
MA010120220812539433,본도시락 신촌점,4,4,0,100.0,0.0
MA010120220800553550,파가니니,4,4,0,100.0,0.0
MA010120220800566652,함평면옥,4,3,1,75.0,25.0
MA010120220800595661,바프로,4,4,0,100.0,0.0
MA010120220812318844,비어어클락,4,4,0,100.0,0.0
MA010120220805448648,꼬뜨 레스토랑,4,4,0,100.0,0.0
MA010120220802762941,콩카페,4,4,0,100.0,0.0
MA010120220800639511,담,4,4,0,100.0,0.0
MA010120220812034604,김사부 브런치&지엔빙,4,4,0,100.0,0.0
MA010120220805953461,와플덴 이대정문점,3,3,0,100.0,0.0
MA010120220800759417,신촌오빠네옛날떡볶이,3,3,0,100.0,0.0
MA010120220805196279,다트펍 신촌상회,3,2,1,66.7,33.3
MA010120220814190968,커피콩즙,3,3,0,100.0,0.0
MA010120220812841645,허니꼬꼬,3,3,0,100.0,0.0
MA010120220811490813,중국산서찜면,3,3,0,100.0,0.0
MA010120220814272458,사케즈키,3,3,0,100.0,0.0
MA010120220805276545,모닭모닭,3,3,0,100.0,0.0
MA010120220804951955,내사랑,3,3,0,100.0,0.0
MA010120220813331038,파란상자,3,3,0,100.0,0.0
MA010120220809864810,일미리금계찜닭 신촌점,3,3,0,100.0,0.0
MA010120220810393464,춘삼국수,3,3,0,100.0,0.0
MA010120220800632273,송학,3,3,0,100.0,0.0
MA010120220812018795,one of c,3,3,0,100.0,0.0
MA010120220800639858,판자집,3,3,0,100.0,0.0
MA010120220800020038,무교동낙지골,3,2,1,66.7,33.3
MA010120220810456718,도넛킬러 현대백화점신촌점,3,2,1,66.7,33.3
MA010120220800586409,로프트,3,3,0,100.0,0.0
MA010120220800587728,홍대돈부리 신촌점,3,3,0,100.0,0.0
MA010120220800639932,섬진강민물장어,3,3,0,100.0,0.0
MA010120220809780261,카페프루티,3,3,0,100.0,0.0
MA010120220805995343,한창희천하일면,3,3,0,100.0,0.0
MA010120220800573659,Messier,3,3,0,100.0,0.0
MA010120220808285669,민주네 김밥,3,3,0,100.0,0.0
MA010120220811453040,꽁술,3,3,0,100.0,0.0
MA010120220813323422,카페언더우드,3,3,0,100.0,0.0
MA010120220802680464,전주식당,3,3,0,100.0,0.0
MA010120220800587831,대포,3,3,0,100.0,0.0
MA010120220810116254,오리총재 신촌점,3,3,0,100.0,0.0
MA010120220813751747,썬더치킨 신촌연대점,3,3,0,100.0,0.0
3335,대족장,3,3,0,100.0,0.0
MA010120220800609421,신촌다성수산,3,3,0,100.0,0.0
MA010120220814185142,기중상점,3,3,0,100.0,0.0
MA010120220802283426,처갓집양념치킨 신촌점,3,3,0,100.0,0.0
MA010120220813949933,이태리마담 신촌점,3,3,0,100.0,0.0
MA010120220809705058,마미골,3,3,0,100.0,0.0
MA010120220814372359,브라더한정식도시락 신촌점,3,3,0,100.0,0.0
MA010120220813530011,티문 카페,3,3,0,100.0,0.0
MA010120220800590969,젊은소나무,3,3,0,100.0,0.0
MA010120220800631918,할리비어 신촌점,3,2,1,66.7,33.3
MA010120220804898837,라마커피,3,3,0,100.0,0.0
MA010120220814023984,오퍼스,2,2,0,100.0,0.0
MA010120220813450473,신촌부추곱창,2,2,0,100.0,0.0
MA010120220814357096,야키토리연,2,2,0,100.0,0.0
MA010120220806954101,폴어반,2,2,0,100.0,0.0
MA010120220805261967,덮밥만드는남자 이대점,2,2,0,100.0,0.0
MA010120220813481960,싱싱참치,2,2,0,100.0,0.0
MA010120220807064233,카츠업,2,2,0,100.0,0.0
MA010120220804909387,LAFL,2,1,1,50.0,50.0
MA010120220803132740,청화원,2,2,0,100.0,0.0
MA010120220805221848,단골손님 신촌점,2,2,0,100.0,0.0
3314,미분당,2,2,0,100.0,0.0
MA010120220805311102,아무술집 신촌점,2,1,1,50.0,50.0
MA010120220804820997,예즈지,2,2,0,100.0,0.0
MA010120220813040056,셀리스도넛,2,2,0,100.0,0.0
MA010120220808296415,다모토리7,2,2,0,100.0,0.0
MA010120220800684345,타이완소야 신촌본점,2,2,0,100.0,0.0
3301,정육면체,2,2,0,100.0,0.0
MA010120220800571802,가례원,2,2,0,100.0,0.0
MA010120220813330889,카라멘야,2,2,0,100.0,0.0
MA010120220814208764,인생이막창이네,2,2,0,100.0,0.0
MA010120220810016763,담산신촌본점,2,2,0,100.0,0.0
MA010120220809686541,두꺼비로멘스 신촌점,2,2,0,100.0,0.0
MA010120220803503818,썸타로사주 타로카페썸,2,2,0,100.0,0.0
MA010120220800603380,예체능,2,2,0,100.0,0.0
MA010120220812749388,두찜 신촌점,2,2,0,100.0,0.0
MA010120220800611217,시나위,2,2,0,100.0,0.0
MA010120220810266213,마포깐풍기,2,2,0,100.0,0.0
MA010120220803088018,이자카야류 3호점,2,2,0,100.0,0.0
MA010120220814315030,펀비어킹 신촌 유플렉스점,2,2,0,100.0,0.0
MA010120220803111512,마포등심,2,2,0,100.0,0.0
MA010120220810887386,ATTA,2,2,0,100.0,0.0
MA010120220800578495,샌드프레소 연대동문점,2,2,0,100.0,0.0
MA0101202301A0036127,비올라,2,2,0,100.0,0.0
MA010120220804759479,카페달빛,2,2,0,100.0,0.0
MA010120220805198814,김밥천국,2,1,1,50.0,50.0
MA010120220800599218,작은카페,2,2,0,100.0,0.0
MA010120220811751808,플로루스,2,2,0,100.0,0.0
MA010120220807172952,정원식당,2,2,0,100.0,0.0
MA010120220808411850,동학물갈비,2,2,0,100.0,0.0
MA010120220810193233,생육회관,2,2,0,100.0,0.0
MA010120220803201646,씽킹인사이드더박스,2,2,0,100.0,0.0
MA010120220813217608,통통닭,2,2,0,100.0,0.0
MA010120220806729896,천하튀김꼬치 신촌6호점,2,2,0,100.0,0.0
MA010120220811782267,잭아저씨족발&보쌈 홍대점,2,2,0,100.0,0.0
MA010120220811820604,카페리세 신촌점,2,2,0,100.0,0.0
MA010120220809229520,주객전도,2,2,0,100.0,0.0
MA010120220811228684,키친31,2,1,1,50.0,50.0
MA010120220800398537,포크라이언 커피,2,2,0,100.0,0.0
MA010120220800601113,제이스바,2,2,0,100.0,0.0
MA010120220800601500,진미오향왕족발,2,2,0,100.0,0.0
MA010120220805049228,육칠이 신촌점,2,2,0,100.0,0.0
MA010120220800595655,the Panini,2,2,0,100.0,0.0
MA010120220805288541,낭만포차노가리,2,2,0,100.0,0.0
MA010120220809296865,아리랑노점 이대본점,2,2,0,100.0,0.0
MA010120220811474914,아임카츠,2,2,0,100.0,0.0
MA010120220805443355,호밀밭,1,1,0,100.0,0.0
MA0101202211A0084344,카페자리,1,1,0,100.0,0.0
MA010120220800584307,항아리분식,1,1,0,100.0,0.0
신촌 조이버거,조이버거,1,1,0,100.0,0.0
MA010120220806763753,맛있는식사,1,1,0,100.0,0.0
MA010120220814081753,야바이,1,1,0,100.0,0.0
MA010120220800557544,준스그릴,1,1,0,100.0,0.0
MA010120220811940763,롤러프레시,1,1,0,100.0,0.0
MA010120220814332467,크림온케이크,1,1,0,100.0,0.0
MA010120220814064076,돈카춘 이대점,1,1,0,100.0,0.0
MA010120220806790112,푸른바다찜탕,1,1,0,100.0,0.0
MA010120220814253035,뉴욕11번가앤치킨클럽,1,1,0,100.0,0.0
MA0101202210A0071454,세븐레드 홀덤펍 신촌점,1,1,0,100.0,0.0
MA010120220810286469,돈이면돼지 신촌점,1,1,0,100.0,0.0
MA0101202301A0012968,포트캔커피 신촌점,1,1,0,100.0,0.0
MA010120220800766784,그릭데이이대본점,1,1,0,100.0,0.0
MA010120220800593122,스탠바이키친,1,1,0,100.0,0.0
MA010120220808811263,신촌황소곱창,1,1,0,100.0,0.0
MA010120220803007817,꼬숑돈까스,1,1,0,100.0,0.0
MA010120220813502960,그대를 위한 커피,1,1,0,100.0,0.0
MA010120220803061265,히마진,1,1,0,100.0,0.0
MA010120220803537612,논탄토,1,1,0,100.0,0.0
MA010120220812424476,파스타의 왕자,1,1,0,100.0,0.0
MA010120220805181658,바 틸트,1,1,0,100.0,0.0
MA010120220809300214,키친봄날,1,1,0,100.0,0.0
MA010120220806338472,네이버후드,1,1,0,100.0,0.0
MA010120220812841261,쏙만두,1,1,0,100.0,0.0
3312,프레퍼스다이어트푸드,1,1,0,100.0,0.0
MA010120220811490894,유닭스토리닭한마리신촌점,1,0,1,0.0,100.0
MA010120220809806991,배바위양곱창,1,1,0,100.0,0.0
MA010120220803884065,치킨더홈 서울이대점,1,1,0,100.0,0.0
MA010120220800591035,영심이네감자탕,1,1,0,100.0,0.0
MA010120220800601858,맵,1,1,0,100.0,0.0
MA010120220811764565,울리에,1,1,0,100.0,0.0
MA010120220801336301,제주돈1848,1,1,0,100.0,0.0
MA010120220804760488,다모토리3,1,1,0,100.0,0.0
MA010120220805094481,옥이네 김치찌개와 직화삼겹,1,1,0,100.0,0.0
MA010120220800595202,세시봉,1,1,0,100.0,0.0
MA010120220800565652,"육회, 꽃피다",1,1,0,100.0,0.0
MA010120220803885449,고향,1,1,0,100.0,0.0
MA010120220800572531,카페모나티,1,1,0,100.0,0.0
MA010120220804995202,커스텀아토,1,1,0,100.0,0.0
MA010120220800559021,신계치라면,1,0,1,0.0,100.0
MA010120220812142543,바 코디얼,1,1,0,100.0,0.0
MA010120220800600697,양,1,1,0,100.0,0.0
MA010120220800105723,1943 신촌점,1,1,0,100.0,0.0
MA010120220806977197,한바가지,1,1,0,100.0,0.0
MA010120220800220620,네오치킨 신촌점,1,1,0,100.0,0.0
MA010120220800633688,젊음의행진,1,1,0,100.0,0.0
MA010120220808223808,영월다한우,1,1,0,100.0,0.0
MA010120220812350633,바코드,1,1,0,100.0,0.0
MA010120220806992144,라플로르,1,1,0,100.0,0.0
MA010120220803740219,맥주바다,1,1,0,100.0,0.0
MA010120220800579717,목포집,1,1,0,100.0,0.0
MA010120220814163588,더블유루프탑,1,1,0,100.0,0.0
MA010120220805154691,SOLID ACE,1,1,0,100.0,0.0
MA010120220807436932,비니네샐러드,1,1,0,100.0,0.0
MA010120220800602941,다모토리2,1,1,0,100.0,0.0
MA010120220802889441,쿠리야,1,1,0,100.0,0.0
MA010120220805013174,체셔캣,1,1,0,100.0,0.0
MA010120220800220388,북카페/서점 피터캣,1,1,0,100.0,0.0
MA010120220804543576,만남양꼬치,1,1,0,100.0,0.0
3329,아웃백스테이크하우스신촌점,1,1,0,100.0,0.0
