상가업소번호,가게명,리뷰 개수,긍정 리뷰 개수,부정 리뷰 개수,긍정 리뷰 비율,부정 리뷰 비율
1133,비어있는 삶,10,10,0,100.0,0.0
MA010120220806024744,라 끌레,10,9,1,90.0,10.0
MA010120220802904538,다운타우너안국점,10,9,1,90.0,10.0
MA010120220810070957,카페 델 꼬또네 북촌계동점,10,10,0,100.0,0.0
MA010120220800003456,안동손칼국수 계동점,10,10,0,100.0,0.0
MA010120220800022467,마나님 레시피,10,6,4,60.0,40.0
MA010120220808520136,커피인뜨락,10,10,0,100.0,0.0
MA010120220800029549,CAFE D_55,10,10,0,100.0,0.0
MA010120220800031143,소소,10,10,0,100.0,0.0
1127,아다지에토,9,9,0,100.0,0.0
MA010120220800034470,한경헌,9,8,1,88.9,11.1
1121,월하보이,9,9,0,100.0,0.0
MA010120220809324261,권사부순대국 삼청점,9,9,0,100.0,0.0
MA010120220813194031,파인콘,9,9,0,100.0,0.0
MA010120220800000992,마산복집,9,8,1,88.9,11.1
MA010120220800304264,깡통만두,8,8,0,100.0,0.0
MA010120220804438921,런던베이글뮤지엄,8,6,2,75.0,25.0
MA010120220813948097,카페호미,8,7,1,87.5,12.5
MA010120220812732824,랜디스도넛안국점,8,7,1,87.5,12.5
MA010120220800005695,왕짱구식당,8,8,0,100.0,0.0
MA010120220808273457,와인이지,8,8,0,100.0,0.0
MA010120220800026481,동네커피,8,8,0,100.0,0.0
MA010120220813370238,루이스 카페,8,8,0,100.0,0.0
MA010120220806637189,기차 앤 초밥,8,8,0,100.0,0.0
MA010120220800021017,한뫼촌,8,7,1,87.5,12.5
MA010120220811905091,보드레 안다미로,7,7,0,100.0,0.0
MA010120220811929675,갤러리더스퀘어,7,7,0,100.0,0.0
MA010120220811840352,더블컵커피,7,7,0,100.0,0.0
MA010120220800039994,행복두배통다리치킨,7,7,0,100.0,0.0
MA010120220808148367,신일룡의 호두파이,7,7,0,100.0,0.0
MA010120220800555932,돌담집,7,7,0,100.0,0.0
MA010120220800026236,수왕,6,6,0,100.0,0.0
MA010120220813135373,카타딘,6,5,1,83.3,16.7
MA010120220800758208,501커피,6,6,0,100.0,0.0
MA010120220800027097,용수산 비원점,6,6,0,100.0,0.0
MA010120220801740224,잇아웃,6,6,0,100.0,0.0
MA010120220800002065,삼청동수제비,6,5,1,83.3,16.7
MA010120220809277737,갈로팡,6,6,0,100.0,0.0
MA010120220800002629,향나무세그루,6,6,0,100.0,0.0
MA010120220809757907,유즈라멘안국점,6,6,0,100.0,0.0
MA010120220800036858,남원,6,6,0,100.0,0.0
MA010120220800072025,단풍나무집 삼청점,6,6,0,100.0,0.0
MA010120220800024874,카페공드리,6,6,0,100.0,0.0
MA010120220800686302,톤티커피,5,5,0,100.0,0.0
MA010120220800036098,레이어드안국점,5,4,1,80.0,20.0
MA010120220809783975,중경삼림,5,5,0,100.0,0.0
MA010120220800034190,카페 No37,5,5,0,100.0,0.0
MA010120220814255473,3안,5,4,1,80.0,20.0
MA010120220800014426,맛다오리구이,5,5,0,100.0,0.0
MA010120220800030400,비원커피,5,5,0,100.0,0.0
MA010120220808339921,첫번째집,5,5,0,100.0,0.0
MA010120220803780796,파티세리희원,5,5,0,100.0,0.0
MA010120220800005040,장원식당,5,5,0,100.0,0.0
MA010120220800099165,종로삼대복집,5,5,0,100.0,0.0
MA010120220800071435,로씨니,5,5,0,100.0,0.0
MA010120220807415028,오니,5,5,0,100.0,0.0
1101,개성철렵 & 루프탑 나위,4,4,0,100.0,0.0
MA010120220809776485,코닉,4,4,0,100.0,0.0
MA010120220800039628,망고랑 본점,4,3,1,75.0,25.0
MA010120220800034476,북촌삼계탕,4,4,0,100.0,0.0
MA010120220809894482,북촌도담,4,3,1,75.0,25.0
MA010120220809608034,카페노티드안국점,4,4,0,100.0,0.0
1117,더 레스토랑,4,4,0,100.0,0.0
MA010120220804903474,이태리탁,4,3,1,75.0,25.0
MA010120220800019013,풍경,4,4,0,100.0,0.0
MA010120220800012499,의정부부대고기,4,3,1,75.0,25.0
MA010120220805042424,산체스 막걸리,4,4,0,100.0,0.0
MA010120220800032823,지밥,4,4,0,100.0,0.0
MA010120220814159553,카페얼티밋,4,4,0,100.0,0.0
1100,소금집델리안국점,3,3,0,100.0,0.0
MA010120220812491842,스기모토,3,3,0,100.0,0.0
MA010120220804681493,차마시는뜰,3,3,0,100.0,0.0
MA010120220814111792,보이차전문점 명가원,3,3,0,100.0,0.0
MA010120220800005888,천하보쌈,3,3,0,100.0,0.0
MA010120220808051716,곰초밥,3,3,0,100.0,0.0
MA010120220803856963,핸디크레프티,2,2,0,100.0,0.0
MA010120220800017102,블루몬테,2,1,1,50.0,50.0
1132,Floor For Fiction,2,2,0,100.0,0.0
MA010120220806643857,정원고깃집,2,2,0,100.0,0.0
MA010120220802427546,정애쿠키,2,2,0,100.0,0.0
MA010120220800000033,서울서둘째로잘하는집,2,2,0,100.0,0.0
MA010120220803565638,밀양손만두,2,2,0,100.0,0.0
MA010120220808662727,가배도삼청점,2,2,0,100.0,0.0
MA010120220813047723,률,2,2,0,100.0,0.0
MA010120220808073701,몽테뉴,2,2,0,100.0,0.0
MA010120220800013463,수와래,2,2,0,100.0,0.0
MA010120220800029309,풍년쌀농산,1,1,0,100.0,0.0
MA010120220804316138,커피방앗간,1,0,1,0.0,100.0
MA010120220804612480,북촌손만두북촌점,1,1,0,100.0,0.0
MA010120220806865465,테라로사,1,1,0,100.0,0.0
MA010120220803106174,배스킨라빈스삼청마당점,1,1,0,100.0,0.0
MA010120220813607630,The 0123 샌드위치,1,1,0,100.0,0.0
MA010120220812366544,희 사블레,1,1,0,100.0,0.0
MA010120220811943406,아따블르,1,1,0,100.0,0.0
MA010120220800072609,콩두 점점,1,1,0,100.0,0.0
MA010120220803535020,북촌 호떡나들이,1,1,0,100.0,0.0
MA010120220804027016,안국 153,1,1,0,100.0,0.0
MA010120220803544315,디어와인,1,1,0,100.0,0.0
MA010120220806389097,송재헌,1,1,0,100.0,0.0
MA010120220800038426,치골뱅 비어뱅,1,1,0,100.0,0.0
MA010120220806641494,오레노라멘,1,1,0,100.0,0.0
MA010120220810445689,이디야커피북촌마을점,1,1,0,100.0,0.0
