상가업소번호,가게명,리뷰 개수,긍정 리뷰 개수,부정 리뷰 개수,긍정 리뷰 비율,부정 리뷰 비율
MA010120220800640896,삼호복집,16,16,0,100.0,0.0
MA010120220800956204,클럽이스케이프,16,16,0,100.0,0.0
MA010120220808622606,뉴욕비앤씨 신촌본점,16,15,1,93.8,6.2
MA010120220804132369,탐복 현대백화점신촌점,16,15,1,93.8,6.2
3310,댓커피,16,16,0,100.0,0.0
MA010120220812455800,로컬식당,15,15,0,100.0,0.0
MA010120220800582385,새마을식당 신촌점,15,14,1,93.3,6.7
MA010120220800555987,미네르바,15,13,2,86.7,13.3
MA010120220800603138,카페문,15,15,0,100.0,0.0
MA010120220800203000,타코몽,15,15,0,100.0,0.0
MA010120220800634270,술익는마을,15,15,0,100.0,0.0
MA010120220814312436,신참떡볶이 이대점,15,15,0,100.0,0.0
MA010120220810236516,꽃피다이화다방,15,15,0,100.0,0.0
MA010120220805400839,노란집,15,15,0,100.0,0.0
MA010120220814312456,홍곱창 신촌점,15,15,0,100.0,0.0
MA010120220800602181,청년밥상문간 이화여자대학교점,15,15,0,100.0,0.0
MA0101202212A0097323,누들김밥 이대점,15,15,0,100.0,0.0
MA010120220806360533,소담식당,15,15,0,100.0,0.0
MA010120220813975496,플릭온커피,15,15,0,100.0,0.0
MA010120220806996315,원즈오운,15,14,1,93.3,6.7
MA010120220800596158,전골떡볶이 덕미가 이대본점,15,14,1,93.3,6.7
MA010120220809816041,스시가마시 이대점,15,15,0,100.0,0.0
MA010120220800601500,진미오향왕족발,15,15,0,100.0,0.0
MA010120220805300315,유,15,14,1,93.3,6.7
MA010120220800590808,신촌영양센터,14,14,0,100.0,0.0
MA010120220811902552,공복식당,14,13,1,92.9,7.1
MA010120220800577859,딸기골,14,14,0,100.0,0.0
MA010120220805281719,네네치킨 이대역점,14,14,0,100.0,0.0
MA010120220806788244,아웃닭 신촌역점,14,14,0,100.0,0.0
MA010120220800086424,이디야 신촌기차역점,14,14,0,100.0,0.0
MA010120220800380246,보울룸 신촌점,14,14,0,100.0,0.0
MA010120220812530321,안테이쿠,14,13,1,92.9,7.1
MA010120220805535476,홍콩식당 태흥빙실,14,13,1,92.9,7.1
MA010120220800567582,다다,14,14,0,100.0,0.0
MA010120220809231151,미도 매운향솥,14,14,0,100.0,0.0
MA010120220804951963,리또리또,14,13,1,92.9,7.1
MA010120220806853760,오늘와인한잔 신촌역점,14,14,0,100.0,0.0
MA010120220813145114,인쌩맥주 신촌점,14,14,0,100.0,0.0
MA010120220800594945,이삭토스트 이화여대점,14,14,0,100.0,0.0
MA010120220801438904,미사일부대찌개,14,13,1,92.9,7.1
MA010120220800558542,봉구비어 신촌명물거리2호점,14,10,4,71.4,28.6
3323,쭈꾸미블루스 신촌본점,14,14,0,100.0,0.0
MA010120220806819195,제스의부엌 옐로서브마린점,14,14,0,100.0,0.0
MA010120220800639432,아저씨네낙지찜,14,14,0,100.0,0.0
MA010120220812618294,라티노커피 이대점,14,14,0,100.0,0.0
MA010120220806893464,헐리우드,14,13,1,92.9,7.1
MA010120220810165660,육회본가 신촌점,14,14,0,100.0,0.0
3308,모리츠플라츠,14,14,0,100.0,0.0
MA010120220807405364,카페HE,13,13,0,100.0,0.0
MA010120220808127702,야채를담다,13,13,0,100.0,0.0
MA010120220803102114,이나닭강정 신촌점,13,13,0,100.0,0.0
3331,루나틱커피,13,13,0,100.0,0.0
3317,신촌귀일만두,13,12,1,92.3,7.7
MA010120220808140236,신촌간이회집,13,12,1,92.3,7.7
MA010120220813855757,한강로칼국수 현대백화점 신촌점,13,12,1,92.3,7.7
MA010120220800625129,팔색콩불,13,13,0,100.0,0.0
MA010120220806727161,카페 문베어,13,13,0,100.0,0.0
MA010120220811980013,진저브라운,13,13,0,100.0,0.0
MA010120220800809701,돌아온의정부부대찌개,13,12,1,92.3,7.7
MA010120220812018795,one of c,13,13,0,100.0,0.0
MA010120220813058504,대치영지,13,13,0,100.0,0.0
MA010120220800608820,이화당제과,13,13,0,100.0,0.0
MA010120220800558073,웅네서서갈비,13,11,2,84.6,15.4
MA010120220806864404,카페봄봄 이화여대점,12,12,0,100.0,0.0
MA010120220809580916,소도적,12,12,0,100.0,0.0
MA010120220800561009,통통돼지,12,12,0,100.0,0.0
MA010120220812834262,원앤온리커피,12,12,0,100.0,0.0
3304,히노키공방,12,12,0,100.0,0.0
MA010120220805237669,통인동커피공방 신촌로스팅라이브러리,12,12,0,100.0,0.0
MA010120220800432855,유채우 요리사랑,12,12,0,100.0,0.0
MA010120220813583393,낮과밤,12,12,0,100.0,0.0
MA010120220807748970,엘라도수제아이스크림,12,12,0,100.0,0.0
MA010120220800087173,라이프커피컴퍼니,12,12,0,100.0,0.0
MA010120220800589196,신촌돈부리모노,12,11,1,91.7,8.3
MA010120220800563846,동강참치,12,12,0,100.0,0.0
MA010120220808189158,에이투지 카페,12,11,1,91.7,8.3
MA010120220800639902,카페파파,12,11,1,91.7,8.3
MA010120220802418610,한신포차 신촌점,12,10,2,83.3,16.7
MA010120220805012558,유원섬커피,12,11,1,91.7,8.3
MA010120220805161893,폼프리츠 신촌점,12,12,0,100.0,0.0
MA010120220800600646,길상양꼬치,12,12,0,100.0,0.0
MA010120220800097594,올그릭투미,12,12,0,100.0,0.0
MA010120220805834391,야곱의축복 신촌점,12,12,0,100.0,0.0
MA010120220800603323,몰리스,11,11,0,100.0,0.0
MA010120220800998373,홍보석,11,11,0,100.0,0.0
MA010120220800596231,다발김치찌개,11,11,0,100.0,0.0
MA010120220803986338,타코마씸 신촌점,11,11,0,100.0,0.0
MA010120220800602687,쭈꾸미달인 신촌점,11,10,1,90.9,9.1
MA010120220802738962,김덕후의 차돌조,11,11,0,100.0,0.0
3313,죠티레스토랑,11,11,0,100.0,0.0
MA010120220800594625,자연담은화로 신촌점,11,11,0,100.0,0.0
MA010120220813403524,청년순대국 이화여대점,11,11,0,100.0,0.0
MA010120220800996612,포메인 신촌점,11,10,1,90.9,9.1
MA010120220813727652,고기랑,11,11,0,100.0,0.0
MA010120220800563961,불밥 이대본점,11,11,0,100.0,0.0
MA010120220800576001,맨도롱 식당,11,9,2,81.8,18.2
MA010120220800595631,예소원,11,11,0,100.0,0.0
MA010120220807595483,신의주찹쌀순대 신촌점,11,10,1,90.9,9.1
MA010120220800561737,종로김밥 신촌역점,11,11,0,100.0,0.0
MA010120220812867564,마이도야 현대백화점신촌점,11,9,2,81.8,18.2
MA010120220800639849,소우 오뎅,11,10,1,90.9,9.1
MA010120220800082029,아워즈,11,11,0,100.0,0.0
MA010120220813682123,꼼보포차 신촌2호점,11,11,0,100.0,0.0
MA010120220813917577,이빠네마 그릴,11,9,2,81.8,18.2
MA010120220800558226,벽제갈비 신촌점,11,10,1,90.9,9.1
MA010120220802865638,설맥 신촌점,11,11,0,100.0,0.0
MA010120220800203460,하우스라운지,11,10,1,90.9,9.1
MA010120220803409968,신신포차,11,11,0,100.0,0.0
MA010120220813285183,가빈카페,11,11,0,100.0,0.0
MA010120220804429836,지지고 이대점,11,11,0,100.0,0.0
MA010120220800568461,무교동낙지 신촌점,11,10,1,90.9,9.1
MA010120220812744120,1987피자,10,9,1,90.0,10.0
MA010120220802688155,밥이꿀바비꿀,10,10,0,100.0,0.0
MA010120220812875850,고래고래신촌점,10,9,1,90.0,10.0
MA010120220813874171,치즈를사랑한찜닭 신촌본점,10,10,0,100.0,0.0
MA010120220800846433,한림돈가 본점,10,8,2,80.0,20.0
MA010120220811970915,통큰 장모님 밥상,10,10,0,100.0,0.0
MA010120220804841693,신촌관,10,9,1,90.0,10.0
MA010120220805468753,모미지식당,10,10,0,100.0,0.0
3334,홍두깨칼국수,10,9,1,90.0,10.0
MA010120220807415778,개미집 신촌점,10,9,1,90.0,10.0
MA010120220810393464,춘삼국수,10,10,0,100.0,0.0
MA010120220810403979,타이스토리,10,10,0,100.0,0.0
3336,릴리우드,10,10,0,100.0,0.0
MA010120220803201646,씽킹인사이드더박스,10,9,1,90.0,10.0
MA010120220813677380,고래파스타,10,10,0,100.0,0.0
MA010120220800909832,대명꼬기,10,10,0,100.0,0.0
MA010120220800579717,목포집,10,10,0,100.0,0.0
MA010120220800639774,원조감자탕,10,9,1,90.0,10.0
MA010120220800580145,벨라프라하,10,10,0,100.0,0.0
MA010120220813591092,육연소,9,9,0,100.0,0.0
MA010120220810411425,찰리주막 신촌점,9,9,0,100.0,0.0
MA010120220800608853,엄마손김밥,9,9,0,100.0,0.0
MA010120220804044998,김덕후의곱창조 신촌점,9,9,0,100.0,0.0
MA010120220800586382,마이시크릿메이트,9,8,1,88.9,11.1
MA010120220805123375,이가네설렁탕,9,9,0,100.0,0.0
MA010120220800201981,초당쌈밥,9,9,0,100.0,0.0
MA010120220800600900,강릉아구찜,9,9,0,100.0,0.0
MA010120220804258451,대현매운족발 본점,9,9,0,100.0,0.0
MA010120220813164764,veganique,9,9,0,100.0,0.0
MA010120220808211788,만추 현대백화점신촌점,9,9,0,100.0,0.0
MA010120220806555882,조선의 육개장 칼국수,9,9,0,100.0,0.0
MA010120220814377754,에그 앤드 스푼레이스,9,9,0,100.0,0.0
MA010120220813844109,헤븐,9,9,0,100.0,0.0
MA010120220808639676,신화장,9,8,1,88.9,11.1
MA010120220804769252,피자스쿨 이대점,9,9,0,100.0,0.0
MA010120220800602745,최완식참치,9,9,0,100.0,0.0
MA010120220806923282,봉추찜닭 신촌점,8,8,0,100.0,0.0
MA010120220803220643,카츠미,8,7,1,87.5,12.5
MA010120220806832204,클로버,8,8,0,100.0,0.0
MA010120220807144703,까이식당,8,8,0,100.0,0.0
MA010120220813719284,짚신매운갈비찜 신촌점,8,8,0,100.0,0.0
MA010120220809411112,태백산맥,8,8,0,100.0,0.0
MA010120220800587728,홍대돈부리 신촌점,8,8,0,100.0,0.0
MA010120220811940763,롤러프레시,8,8,0,100.0,0.0
MA010120220813564586,청년국수,8,8,0,100.0,0.0
3307,피망과토마토,8,8,0,100.0,0.0
MA010120220812107785,투다리 신촌1호점,8,8,0,100.0,0.0
MA010120220812781050,틈새라면 신촌점,8,8,0,100.0,0.0
MA010120220812082877,아임요거트&아이스크림 이화점,8,8,0,100.0,0.0
MA010120220805013174,체셔캣,8,8,0,100.0,0.0
MA010120220800554691,참참참,8,7,1,87.5,12.5
MA010120220812809316,베러댄와플 이화여대점,8,8,0,100.0,0.0
MA010120220810815413,코지라운지,8,8,0,100.0,0.0
MA010120220800599006,포석정,8,8,0,100.0,0.0
MA010120220809993703,배떡 신촌점,8,8,0,100.0,0.0
MA010120220800595661,바프로,8,8,0,100.0,0.0
MA010120220812334008,효동각 본점,8,8,0,100.0,0.0
MA010120220813502960,그대를 위한 커피,8,7,1,87.5,12.5
MA010120220811706692,굿바이슈가베어 포케&샐러드,8,8,0,100.0,0.0
MA010120220800588797,훼드라,7,7,0,100.0,0.0
MA010120220809744262,카페슬래시,7,7,0,100.0,0.0
MA010120220812726726,사워도우 랩,7,7,0,100.0,0.0
MA010120220806525269,아비꼬 신촌점,7,7,0,100.0,0.0
MA010120220812318844,비어어클락,7,7,0,100.0,0.0
MA010120220812399073,홍미닭발 신촌점,7,7,0,100.0,0.0
MA010120220800555859,동해해물탕,7,7,0,100.0,0.0
MA010120220813594090,낙원스낵 신촌점,7,6,1,85.7,14.3
MA010120220813038140,초코블로썸,7,7,0,100.0,0.0
MA010120220813878091,대구삼겹살,7,7,0,100.0,0.0
MA010120220808684587,본도시락 이대점,7,7,0,100.0,0.0
MA010120220810248759,삼미식당 신촌점,7,7,0,100.0,0.0
MA010120220800565533,청담동포장마차,7,6,1,85.7,14.3
MA010120220802506825,산타비,7,5,2,71.4,28.6
MA0101202301A0002457,스튜디오웝,7,7,0,100.0,0.0
MA010120220810266213,마포깐풍기,7,7,0,100.0,0.0
MA010120220807172952,정원식당,7,7,0,100.0,0.0
MA010120220803733841,화가와요리사,7,7,0,100.0,0.0
MA010120220803160054,낭만식탁,7,7,0,100.0,0.0
MA010120220812749388,두찜 신촌점,7,7,0,100.0,0.0
MA010120220803520345,잠바주스 연세대학교점,7,7,0,100.0,0.0
MA010120220809643608,장미맨숀 신촌점,7,7,0,100.0,0.0
3303,동해횟집,7,7,0,100.0,0.0
MA010120220800586638,아비꼬 이대점,7,6,1,85.7,14.3
MA010120220804895059,히우카우,7,7,0,100.0,0.0
MA010120220812118767,삼진식당,7,7,0,100.0,0.0
MA010120220805124406,악동포차,7,7,0,100.0,0.0
MA010120220805486206,준코 연세대점,7,7,0,100.0,0.0
MA010120220808707421,크리스터 치킨,6,6,0,100.0,0.0
MA010120220814272458,사케즈키,6,6,0,100.0,0.0
MA010120220814282031,연어상회 신촌점,6,6,0,100.0,0.0
MA010120220811679610,원할머니보쌈족발 신촌점,6,6,0,100.0,0.0
