상가업소번호,가게명,리뷰 개수,긍정 리뷰 개수,부정 리뷰 개수,긍정 리뷰 비율,부정 리뷰 비율
MA010120220808659267,퍼멘티드 고스트,15,15,0,100.0,0.0
MA010120220802406663,해밀칼국수&김밥,15,14,1,93.3,6.7
MA010120220812598920,아끄떼 뚜,15,15,0,100.0,0.0
MA010120220802173750,성수아구찜,15,15,0,100.0,0.0
MA010120220813373621,담소소사골순대육개장 성수시그마밸리점,15,11,4,73.3,26.7
MA010120220806257147,서울왕돈까스 성수점,15,14,1,93.3,6.7
MA010120220806726504,성수속향연,15,14,1,93.3,6.7
MA010120220803747621,왕십리정곱창 성수점,15,15,0,100.0,0.0
MA010120220813623555,반상회 성수,15,15,0,100.0,0.0
MA010120220813440132,어묵나라,15,14,1,93.3,6.7
MA010120220803747581,돈앤돈 성수점,15,12,3,80.0,20.0
MA010120220809264281,우리칼국수,15,15,0,100.0,0.0
MA010120220807710496,반포식스 성수점,15,14,1,93.3,6.7
MA010120220814185091,올로,15,15,0,100.0,0.0
MA010120220803146742,카멜커피 7호점,15,15,0,100.0,0.0
MA010120220803739788,김밥천국 성수점,15,14,1,93.3,6.7
MA010120220808488055,파스쿠찌 서울숲점,15,13,2,86.7,13.3
MA010120220804837484,온슬,15,14,1,93.3,6.7
MA010120220809962228,후라이드참잘하는집 성수점,15,15,0,100.0,0.0
MA010120220808105209,어글리크림치즈,14,14,0,100.0,0.0
MA010120220807710370,잭슨피자 성수점,14,14,0,100.0,0.0
2239,곳온니플레이스 성수낙낙,14,14,0,100.0,0.0
MA010120220807996136,누에종,14,14,0,100.0,0.0
MA010120220803776964,도미노피자 서울숲점,14,14,0,100.0,0.0
MA010120220808581665,에이그레이트카페 성수점,14,14,0,100.0,0.0
MA010120220803769624,짬뽕타운,14,12,2,85.7,14.3
MA010120220812932908,사운드 플래닛,14,14,0,100.0,0.0
MA010120220813948186,커피식구 성수센터,14,13,1,92.9,7.1
MA010120220812490780,짬뽕품격,14,11,3,78.6,21.4
MA010120220803075163,남다른본가닭한마리 성수점,14,14,0,100.0,0.0
MA010120220809291378,도죠,14,13,1,92.9,7.1
MA010120220802947478,교대이층집 성수점,14,13,1,92.9,7.1
MA010120220802779373,풍조미역 성수본점,14,13,1,92.9,7.1
MA010120220803737737,생삼겹장수유황오리,14,13,1,92.9,7.1
2240,죽변항,14,14,0,100.0,0.0
MA010120220808229913,비스트로류,14,14,0,100.0,0.0
MA010120220810438497,한경화설렁탕,14,14,0,100.0,0.0
MA010120220808217120,서래왕차돌 뚝섬역점,14,13,1,92.9,7.1
MA010120220802886727,천미향,14,13,1,92.9,7.1
MA010120220805191161,벤투스커피 메가박스성수점,14,13,1,92.9,7.1
MA010120220808611901,밋보어 카페 & 이터리 by 에디션덴마크,13,13,0,100.0,0.0
MA0101202209A0093907,신사소곱창 성수점,13,10,3,76.9,23.1
MA010120220813297291,포지티브 제로 라운지,13,13,0,100.0,0.0
MA010120220802502504,하오마라,13,13,0,100.0,0.0
MA010120220808635309,성운,13,13,0,100.0,0.0
MA010120220809675443,도쎄멕시칸,13,13,0,100.0,0.0
MA010120220813710944,범바,13,13,0,100.0,0.0
MA010120220812957597,무국적주점 거실,13,12,1,92.3,7.7
MA010120220804535918,성수일구,13,13,0,100.0,0.0
MA010120220803810385,진지방순대국,13,13,0,100.0,0.0
MA0101202301A0000569,퓨엘커피,13,13,0,100.0,0.0
MA010120220803297930,화로양미,13,13,0,100.0,0.0
MA010120220810145618,천하제일 솥뚜껑,13,11,2,84.6,15.4
MA010120220802979113,높은산,13,11,2,84.6,15.4
MA010120220806918710,오와리 뚝섬점,13,12,1,92.3,7.7
MA010120220811627468,오일장,13,13,0,100.0,0.0
MA010120220803030532,감요,13,13,0,100.0,0.0
MA010120220808649627,구스케이지,13,13,0,100.0,0.0
MA010120220801250722,바다화원 본점,13,13,0,100.0,0.0
MA010120220803050913,신의주순대와쭈꾸미 성수점,13,13,0,100.0,0.0
MA010120220813316390,싹쓰리곱창,13,12,1,92.3,7.7
MA010120220811379716,홍낭자와김도령 성수낙낙점,13,13,0,100.0,0.0
MA010120220807437893,현대옥 서울숲점,13,13,0,100.0,0.0
MA010120220803728336,닭한마리,13,13,0,100.0,0.0
MA010120220806564128,갈랭,13,13,0,100.0,0.0
MA010120220812669763,송담추어탕 서울성수점,13,13,0,100.0,0.0
MA010120220802078265,황금어장,13,13,0,100.0,0.0
MA010120220805276603,르살롱오,13,13,0,100.0,0.0
MA010120220814390235,5스타커피 셀렉트샵 서울숲점,13,12,1,92.3,7.7
MA010120220811796761,메쉬커피,13,12,1,92.3,7.7
MA010120220804943142,업사이드커피 연무장점,13,13,0,100.0,0.0
MA010120220809816606,포보스,13,13,0,100.0,0.0
MA010120220809806310,MYC CAFE,12,11,1,91.7,8.3
MA010120220812896442,희정보감족,12,12,0,100.0,0.0
MA010120220806336643,camouflage coffee,12,12,0,100.0,0.0
MA010120220808556406,카페크라비,12,12,0,100.0,0.0
MA010120220806629031,그린한식뷔페,12,12,0,100.0,0.0
MA010120220809683365,모호인,12,11,1,91.7,8.3
MA010120220813003204,커피식탁,12,11,1,91.7,8.3
MA010120220803780342,교촌치킨 성수역점,12,11,1,91.7,8.3
MA010120220803750707,BBQ치킨 성수2점,12,11,1,91.7,8.3
MA010120220811503096,마이올드포스터,12,12,0,100.0,0.0
MA010120220804394996,소문난성수감자탕,12,10,2,83.3,16.7
MA010120220805983902,광장족발 본가,12,12,0,100.0,0.0
MA010120220808033857,리타르단도,12,12,0,100.0,0.0
MA010120220803231323,이우 다이닝,12,12,0,100.0,0.0
MA010120220804405970,옛골감자탕,12,12,0,100.0,0.0
MA010120220812522575,리브릭,12,12,0,100.0,0.0
MA010120220805840363,카페 투스프링,12,12,0,100.0,0.0
MA010120220813714251,회사식당,12,12,0,100.0,0.0
MA010120220800156750,Salad No.6,12,12,0,100.0,0.0
MA010120220812127711,사흘카레,12,11,1,91.7,8.3
MA010120220808095224,탄스이카부츠,12,11,1,91.7,8.3
MA010120220808154628,치카성수,12,12,0,100.0,0.0
MA010120220812809902,담미온 성수점,12,11,1,91.7,8.3
MA010120220808428258,소안도풍경,12,10,2,83.3,16.7
MA010120220812380587,눈꽃돼지,12,12,0,100.0,0.0
MA010120220803947683,유향소,12,12,0,100.0,0.0
MA010120220800925586,해리커피,12,12,0,100.0,0.0
MA010120220814062351,서울숲쭈꾸미,12,12,0,100.0,0.0
MA010120220803778480,우콘카레,12,12,0,100.0,0.0
MA010120220808904211,뜸들이다 성수점,12,12,0,100.0,0.0
MA010120220809957113,미쁘동 서울숲,12,11,1,91.7,8.3
MA010120220814052288,성수 수집,11,11,0,100.0,0.0
MA010120220808413795,햄찌와베찌 뚝섬점,11,11,0,100.0,0.0
MA010120220814115206,맛닭꼬 뚝섬점,11,10,1,90.9,9.1
MA010120220803774555,행닭바베큐통닭,11,10,1,90.9,9.1
MA010120220812362998,커피기업 서울숲점,11,11,0,100.0,0.0
MA010120220803025551,서울앵무새,11,9,2,81.8,18.2
MA010120220808414673,은빛물결 황금낙지,11,11,0,100.0,0.0
MA010120220810452494,란칼국수,11,10,1,90.9,9.1
MA010120220813679247,현방오백소갈비살 성수점,11,11,0,100.0,0.0
MA010120220810042324,맛닭꼬 성수뚝도점,11,11,0,100.0,0.0
MA010120220812855713,이삭토스트 성수2가점,11,11,0,100.0,0.0
MA010120220809920778,전통숯불꼼장어,11,11,0,100.0,0.0
MA010120220809543425,아오미,11,8,3,72.7,27.3
MA010120220808833646,DYI WORKSHOP,11,11,0,100.0,0.0
MA010120220814241305,매튜 Matthew,11,11,0,100.0,0.0
MA010120220805310816,이월로스터스 성수점,11,11,0,100.0,0.0
MA010120220806672528,뚝섬해물탕,11,11,0,100.0,0.0
MA010120220804030495,예빈당,11,9,2,81.8,18.2
MA010120220808105359,도담순대국 성수본점,11,8,3,72.7,27.3
MA010120220802739984,필살기CAFE,11,11,0,100.0,0.0
MA010120220809690655,노을 1관,11,11,0,100.0,0.0
MA010120220806359025,호미담,11,11,0,100.0,0.0
MA010120220803263317,모멘토브루어스,11,11,0,100.0,0.0
MA010120220808158390,플러드,11,11,0,100.0,0.0
MA010120220806533112,프라이데이무브먼트,11,9,2,81.8,18.2
MA010120220804325155,까사다루아,11,11,0,100.0,0.0
MA010120220806023404,송강제면소,11,11,0,100.0,0.0
MA010120220808154972,대돈집,11,11,0,100.0,0.0
MA010120220807482001,오와리 주막,11,10,1,90.9,9.1
MA010120220809802446,기왕생고기,11,11,0,100.0,0.0
MA010120220812949640,걸작떡볶이치킨 성수점,11,11,0,100.0,0.0
MA010120220809899408,푸라닭 성수1가점,11,11,0,100.0,0.0
MA010120220809979274,수향,11,11,0,100.0,0.0
MA010120220803555763,민정식당 서울숲 직영점,11,8,3,72.7,27.3
MA010120220803225900,진짜배기명태촌 서울성수점,11,11,0,100.0,0.0
MA010120220808542655,쉐프우,10,10,0,100.0,0.0
MA010120220803921999,오부대찌개,10,10,0,100.0,0.0
MA0101202212A0020164,죽이야기 서울 뚝섬역점,10,10,0,100.0,0.0
MA010120220811851843,본가큰댁설렁탕 성수점,10,10,0,100.0,0.0
MA010120220809724344,뚝배기양평해장국 성수점,10,10,0,100.0,0.0
MA010120220813448904,B1 KITCHEN,10,10,0,100.0,0.0
MA010120220812725259,성수스타우트,10,10,0,100.0,0.0
MA010120220803764364,춘천닭갈비,10,10,0,100.0,0.0
MA010120220803752314,용짜장,10,10,0,100.0,0.0
MA010120220810344824,LAZZO,10,10,0,100.0,0.0
MA010120220807067467,샵아지트,10,10,0,100.0,0.0
MA010120220813052916,호칼국수 성수점,10,10,0,100.0,0.0
MA010120220808420469,밀단지,10,10,0,100.0,0.0
MA010120220803773720,카페조이,10,10,0,100.0,0.0
MA010120220806553141,이탈리안 누들,10,10,0,100.0,0.0
MA010120220813480178,동촌샤브칼국수,10,10,0,100.0,0.0
MA0101202302A0101216,우야꼬칼국수파전,10,10,0,100.0,0.0
MA010120220811228790,밀본 본점,10,8,2,80.0,20.0
MA010120220809136599,큰맘할매순대국 성수동점,10,10,0,100.0,0.0
MA010120220813181306,성수부두,10,10,0,100.0,0.0
MA010120220811224214,제일,10,8,2,80.0,20.0
MA010120220805273402,역삼칼국수,10,10,0,100.0,0.0
MA010120220813673306,김밥 어때,10,10,0,100.0,0.0
MA010120220810190915,일월수제만두,10,10,0,100.0,0.0
MA010120220809269547,바오 서울,10,10,0,100.0,0.0
MA010120220803772782,삼미냉면칼국수,10,9,1,90.0,10.0
MA010120220803059799,모루타루,10,9,1,90.0,10.0
MA010120220814040125,카페 포제,10,10,0,100.0,0.0
MA010120220812752295,어부가,10,6,4,60.0,40.0
MA010120220803776588,낙타커피로스터스,10,10,0,100.0,0.0
MA010120220813904374,뚝섬김밥,10,10,0,100.0,0.0
MA010120220812137099,네네치킨 성수2가점,10,9,1,90.0,10.0
MA010120220803768354,김가네김밥 성수시그마밸리점,10,8,2,80.0,20.0
MA010120220800092190,수제양정순대국 본점,10,9,1,90.0,10.0
MA010120220812123256,리옹베이커리,10,10,0,100.0,0.0
MA010120220813770064,은식당,10,10,0,100.0,0.0
MA010120220803777904,전통씨래기국밥,10,9,1,90.0,10.0
MA010120220811227575,모므로살롱,10,10,0,100.0,0.0
MA010120220813040302,더즌오이스터 성수,10,9,1,90.0,10.0
MA010120220804906406,카페요아정,10,10,0,100.0,0.0
MA010120220812992125,디스코커피,10,10,0,100.0,0.0
MA010120220804204043,찌마찌마,10,9,1,90.0,10.0
MA010120220800375386,윤돈,10,10,0,100.0,0.0
MA010120220807820519,색다른면,10,9,1,90.0,10.0
MA010120220805222807,태풍순대국,10,10,0,100.0,0.0
MA010120220805435252,진도부대찌개,10,10,0,100.0,0.0
MA010120220806754086,노우노우바운즈,10,9,1,90.0,10.0
MA010120220803764436,본죽 뚝섬점,10,10,0,100.0,0.0
MA010120220804720405,타크,9,9,0,100.0,0.0
MA010120220806783630,글리머,9,9,0,100.0,0.0
MA010120220804031923,성수골목,9,8,1,88.9,11.1
MA010120220805031802,피자파는집 서울성수점,9,9,0,100.0,0.0
MA010120220812996430,반가백암순대,9,9,0,100.0,0.0
MA010120220805948715,라무진 성수카페거리점,9,8,1,88.9,11.1
MA010120220808054119,성수동골룸 서울숲 해산물 포장마차,9,9,0,100.0,0.0
MA010120220801240293,그룬트,9,9,0,100.0,0.0
MA010120220803756025,한서칼국수,9,9,0,100.0,0.0
MA010120220804394664,성수숯불갈비,9,9,0,100.0,0.0
MA010120220802919405,독보,9,8,1,88.9,11.1
MA010120220805428864,마이쥬스 성수낙낙점,9,9,0,100.0,0.0
MA010120220808218351,한끼밥집,9,8,1,88.9,11.1
MA010120220800218979,예바다,9,9,0,100.0,0.0
MA010120220807999549,덕,9,9,0,100.0,0.0
MA010120220813220551,왕짜장,9,8,1,88.9,11.1
MA010120220803778172,리퀴드랩,9,8,1,88.9,11.1
MA010120220813276050,위풍당당족발,9,9,0,100.0,0.0
MA010120220804400988,국일돼지왕갈비생삼겹살,9,8,1,88.9,11.1
MA010120220812533991,비스트로 앤드투투,9,8,1,88.9,11.1
MA010120220814149746,우리동네칼국수,9,9,0,100.0,0.0
MA010120220808730889,장맛손칼국수,9,9,0,100.0,0.0
MA010120220800451449,EZER Coffee,9,9,0,100.0,0.0
MA010120220805641531,성수망치버거,9,9,0,100.0,0.0
MA010120220812022791,착한짜장,9,9,0,100.0,0.0
MA010120220803777818,노랑통닭 성수점,9,9,0,100.0,0.0
MA010120220811670359,세스크멘슬,9,9,0,100.0,0.0
MA010120220803331869,술래감자탕&순대국,9,9,0,100.0,0.0
MA010120220814230638,피읻짜,9,9,0,100.0,0.0
MA010120220804103628,육품,9,9,0,100.0,0.0
MA010120220814269259,소시맥분,9,9,0,100.0,0.0
MA010120220803772057,엉터리생고기 성수점,9,8,1,88.9,11.1
MA010120220813912335,둘둘치킨 뚝섬점,9,9,0,100.0,0.0
MA010120220803737394,칠성옻닭,9,7,2,77.8,22.2
MA010120220810252568,가가호호 성수점,9,9,0,100.0,0.0
MA0101202209A0028796,피자헛 성수점,9,9,0,100.0,0.0
MA010120220803764578,룰루랄라 뚝섬역점,9,9,0,100.0,0.0
MA010120220803775884,서울맛집,9,9,0,100.0,0.0
MA010120220812493858,가장맛있는족발 뚝섬역점,9,8,1,88.9,11.1
2204,르프리크,9,9,0,100.0,0.0
MA010120220800227617,고기다 성수점,9,9,0,100.0,0.0
MA010120220803755590,미정이네식당,9,8,1,88.9,11.1
MA010120220803770753,오비광장,9,9,0,100.0,0.0
MA010120220800260418,봉짬뽕,9,9,0,100.0,0.0
MA010120220803765941,밀향기,8,8,0,100.0,0.0
MA010120220804398435,성수장,8,8,0,100.0,0.0
MA010120220813478156,청주한씨,8,8,0,100.0,0.0
MA010120220803745752,삼삼이네생고기 성수점,8,7,1,87.5,12.5
MA010120220806280273,참참치킨 성수점,8,7,1,87.5,12.5
MA010120220807073634,심마니약초백숙,8,8,0,100.0,0.0
MA010120220803740796,홍보석,8,8,0,100.0,0.0
MA010120220803728717,영구스피자 성수점,8,8,0,100.0,0.0
2229,청키드 성수점,8,8,0,100.0,0.0
MA010120220800084439,성수찌개,8,8,0,100.0,0.0
MA010120220802685610,복식커피,8,8,0,100.0,0.0
MA010120220813739784,연탄요릿집,8,7,1,87.5,12.5
MA010120220811824388,하남돼지집 성수역점,8,7,1,87.5,12.5
MA010120220810131656,쭈전부리,8,8,0,100.0,0.0
MA010120220803549489,원할머니보쌈족발 성수점,8,8,0,100.0,0.0
MA010120220803731229,원산면옥,8,8,0,100.0,0.0
MA010120220808564885,와인바킥,8,6,2,75.0,25.0
MA010120220803770950,더다미,8,8,0,100.0,0.0
MA010120220813715286,풍년숯불돼지갈비,8,8,0,100.0,0.0
MA010120220813133056,bakery tomo,8,8,0,100.0,0.0
MA010120220808603912,레스카페,8,7,1,87.5,12.5
MA010120220814020981,윤스김밥,8,8,0,100.0,0.0
MA010120220804399118,성수식당,8,8,0,100.0,0.0
MA010120220808457362,컴포즈커피 성수점,8,7,1,87.5,12.5
MA010120220803779882,영식품,8,8,0,100.0,0.0
MA010120220806839642,309디저트카페,8,8,0,100.0,0.0
MA010120220809755615,비놈,8,8,0,100.0,0.0
MA010120220804578796,이키나리돈부리,8,8,0,100.0,0.0
MA010120220805843613,더리터 성수역점,8,7,1,87.5,12.5
MA010120220810608492,언커먼그라운드,8,7,1,87.5,12.5
MA010120220814338898,씨에이크,8,8,0,100.0,0.0
MA010120220812999493,베르두레 성수점,8,8,0,100.0,0.0
MA010120220806483762,카페 스밍 스튜디오,8,8,0,100.0,0.0
MA010120220805178173,밥플러스 에이스하이엔드점,8,8,0,100.0,0.0
MA010120220811481089,카페 스트랏,8,8,0,100.0,0.0
MA010120220803772263,피자스쿨 뚝섬역점,8,8,0,100.0,0.0
MA010120220807494019,서울숲오삼불고기,8,8,0,100.0,0.0
MA010120220803770608,땡초꼼장어,8,8,0,100.0,0.0
MA010120220809586697,엘몰리노,8,8,0,100.0,0.0
MA010120220804773737,커피베이 서울숲AK밸리점,8,8,0,100.0,0.0
MA010120220803853955,호식이두마리치킨 서울숲점,8,8,0,100.0,0.0
MA010120220803748824,풍년식당,8,7,1,87.5,12.5
MA010120220803737760,SooLit,7,7,0,100.0,0.0
MA010120220803754613,민속김밥,7,7,0,100.0,0.0
MA010120220813944653,성수손칼국수,7,7,0,100.0,0.0
MA010120220813857228,넌 꼬막 난 육회,7,5,2,71.4,28.6
MA010120220803176991,쵸리상경,7,7,0,100.0,0.0
MA010120220808617606,햄찌와베찌,7,7,0,100.0,0.0
MA010120220810253202,청죽골 2호점,7,7,0,100.0,0.0
MA010120220804602992,베러로스팅랩&쇼룸,7,7,0,100.0,0.0
MA010120220803778010,구시월닭한마리,7,6,1,85.7,14.3
MA010120220810253164,내추럴,7,7,0,100.0,0.0
MA010120220808103242,하노이별 서울숲점,7,7,0,100.0,0.0
MA010120220802603232,뺌치킨,7,7,0,100.0,0.0
MA010120220804809347,리커버리커피바,7,7,0,100.0,0.0
MA010120220811915516,한남양옥 성수,7,7,0,100.0,0.0
MA010120220804405251,맥스카나,7,7,0,100.0,0.0
MA010120220808464961,밥플러스 아이티캐슬점,7,7,0,100.0,0.0
MA010120220811501753,성수BONE 성수동한우짝갈비,7,7,0,100.0,0.0
MA010120220804373235,스시라온,7,7,0,100.0,0.0
MA010120220803779736,고흥만,7,7,0,100.0,0.0
MA010120220803767414,도토루커피os,7,7,0,100.0,0.0
MA010120220807565397,토끼와거북전,7,6,1,85.7,14.3
MA010120220809649606,소바짐,7,7,0,100.0,0.0
MA010120220813633314,코시나,7,7,0,100.0,0.0
MA010120220812816963,헤이피자,7,7,0,100.0,0.0
MA010120220804407869,부뚜막,7,7,0,100.0,0.0
MA010120220803346192,더킹돈 뚝섬점,7,7,0,100.0,0.0
MA010120220805206916,탕가네,7,7,0,100.0,0.0
MA010120220811954526,훈연,7,7,0,100.0,0.0
MA010120220805137572,생활맥주 성수 한라시그마밸리점,7,7,0,100.0,0.0
MA010120220806790962,성수불타는곱창,7,7,0,100.0,0.0
MA010120220808349177,하이엔드라이,7,5,2,71.4,28.6
MA010120220810800639,시골집,7,6,1,85.7,14.3
MA010120220812643459,도토리편백집 이마트성수점,7,7,0,100.0,0.0
MA010120220804408977,왕분식,7,7,0,100.0,0.0
MA010120220813384095,플라이팬커피 뚝섬점,7,7,0,100.0,0.0
MA010120220803728195,김종욱 커피,7,7,0,100.0,0.0
MA010120220803809934,투다리 뚝섬점,7,7,0,100.0,0.0
MA010120220814110828,창창커피,7,7,0,100.0,0.0
MA010120220803728930,천수곱창,7,6,1,85.7,14.3
MA010120220813217728,꼬꼬스토리 성수점,7,7,0,100.0,0.0
MA010120220808044558,알파카페,7,7,0,100.0,0.0
MA010120220803745466,참숯나라갈비마을,7,6,1,85.7,14.3
MA010120220813167971,하피,7,7,0,100.0,0.0
MA010120220803762426,전주콩나물국밥,7,7,0,100.0,0.0
MA010120220803770215,양평서울해장국큰아들집 성동세무서점,7,7,0,100.0,0.0
MA010120220803728751,삼천만활어횟집,7,7,0,100.0,0.0
MA010120220801758589,장가,7,7,0,100.0,0.0
MA010120220804396818,송범순대국,6,6,0,100.0,0.0
MA010120220803753041,성수동양갈비,6,6,0,100.0,0.0
MA010120220802835618,리브나 Rivna,6,6,0,100.0,0.0
MA010120220803755218,동맛골보쌈칼국수,6,6,0,100.0,0.0
MA010120220810373852,모이크,6,6,0,100.0,0.0
MA010120220812715743,코너룸,6,6,0,100.0,0.0
MA010120220810245954,amado,6,6,0,100.0,0.0
MA010120220809795805,브레드온,6,6,0,100.0,0.0
MA010120220803771324,홍정원,6,6,0,100.0,0.0
MA010120220813994310,앙골로에스프레소,6,6,0,100.0,0.0
MA010120220805187040,예셰숄,6,6,0,100.0,0.0
MA010120220813511412,넘버파이브,6,6,0,100.0,0.0
MA010120220804396031,킴스치킨,6,5,1,83.3,16.7
MA010120220805846779,복닭 성수점,6,6,0,100.0,0.0
MA010120220812201492,모어딥 성수,6,5,1,83.3,16.7
MA010120220800294935,멜드,6,6,0,100.0,0.0
MA010120220800910961,풍년정육점식당,6,6,0,100.0,0.0
MA010120220810150925,더퍼즈,6,6,0,100.0,0.0
MA010120220812959660,제비집,6,6,0,100.0,0.0
MA010120220813963939,에그마카슈 성수,6,6,0,100.0,0.0
MA010120220803765222,박가부대 성수코오롱디지털밸리점,6,6,0,100.0,0.0
MA010120220803764761,호남식당,6,6,0,100.0,0.0
MA010120220809228185,호랑이식탁,6,6,0,100.0,0.0
MA010120220803763368,호타루,6,6,0,100.0,0.0
MA010120220813937705,뚝도지기,6,6,0,100.0,0.0
MA010120220806723285,티핀,6,6,0,100.0,0.0
MA010120220802884575,성수다락,6,6,0,100.0,0.0
MA010120220812294221,전주집,6,6,0,100.0,0.0
MA010120220806741238,성수동꽈배기 로고스타,6,6,0,100.0,0.0
MA010120220803774487,두남자의개수작,6,6,0,100.0,0.0
MA010120220806845044,파파존스 성수점,6,6,0,100.0,0.0
MA010120220808008733,커피코코,6,6,0,100.0,0.0
MA010120220803734885,뚝섬삼겹,6,6,0,100.0,0.0
MA010120220808619642,파치비 성수점,6,5,1,83.3,16.7
MA010120220806434462,로우커피스탠드 성수점,6,6,0,100.0,0.0
MA010120220803747260,맛보래,6,5,1,83.3,16.7
MA010120220800283065,바나나트리 성수점,6,6,0,100.0,0.0
MA010120220804000762,카페 알렛츠,6,6,0,100.0,0.0
MA010120220800115286,서울에스프레소,6,6,0,100.0,0.0
MA010120220803195209,언니커피,6,6,0,100.0,0.0
MA010120220803763960,잔치국수아줌마,6,6,0,100.0,0.0
MA010120220801465556,완산골콩나물국밥,6,6,0,100.0,0.0
MA010120220803777905,수칼국수,6,6,0,100.0,0.0
MA010120220803775723,라성천사,6,6,0,100.0,0.0
MA010120220812133707,카페바로,6,6,0,100.0,0.0
MA010120220803638193,두루치기김치찌개,6,6,0,100.0,0.0
MA010120220803768402,향토칼국수,6,6,0,100.0,0.0
MA010120220809642575,원앤하프,6,6,0,100.0,0.0
MA010120220805491881,소적두 성수점,5,5,0,100.0,0.0
MA010120220803757145,조양생고기순대국,5,4,1,80.0,20.0
MA010120220813926625,일심정,5,4,1,80.0,20.0
MA010120220805212246,홍천숯닭,5,5,0,100.0,0.0
MA010120220813905617,어페어커피,5,4,1,80.0,20.0
MA010120220802884683,목로정원,5,5,0,100.0,0.0
MA010120220803753368,BBQ치킨 성수3점,5,5,0,100.0,0.0
MA010120220814018640,DODODO,5,5,0,100.0,0.0
MA010120220803752666,한세희복집,5,5,0,100.0,0.0
MA010120220803728604,혜성분식,5,5,0,100.0,0.0
MA010120220805451719,앙심품은도야지,5,5,0,100.0,0.0
MA010120220811086382,자매집생선구이,5,4,1,80.0,20.0
MA010120220812217525,제비뽑기,5,5,0,100.0,0.0
MA010120220808699566,카페라니,5,5,0,100.0,0.0
MA0101202212A0043403,55주막,5,5,0,100.0,0.0
MA010120220809397916,Cafe B&S,5,5,0,100.0,0.0
MA010120220814191657,물레방아민물매운탕,5,5,0,100.0,0.0
MA010120220803775540,미사랑,5,5,0,100.0,0.0
MA010120220809263736,뚝시돈,5,5,0,100.0,0.0
MA010120220803745536,담바골,5,5,0,100.0,0.0
MA010120220804401582,행복식당,5,5,0,100.0,0.0
MA010120220801872828,숲속식사 철판볶음밥,5,5,0,100.0,0.0
MA010120220803777088,인덱스카라멜,5,4,1,80.0,20.0
MA010120220803763130,유진참치,5,5,0,100.0,0.0
MA010120220803758871,맛집이모네,5,5,0,100.0,0.0
MA010120220803849866,쿠시범,5,5,0,100.0,0.0
MA010120220806797541,당도,5,5,0,100.0,0.0
MA010120220803737312,또치 참숯생고기,5,5,0,100.0,0.0
MA010120220803735795,행운호프,5,4,1,80.0,20.0
MA010120220808419969,파라디,5,5,0,100.0,0.0
MA010120220801137722,셀럽드샐러드,5,5,0,100.0,0.0
MA010120220808602063,보끔당 성수점,5,5,0,100.0,0.0
MA010120220813026929,케슬리 본점,5,5,0,100.0,0.0
MA010120220803762568,참나무로 바베큐,5,5,0,100.0,0.0
MA010120220814117503,프로가정식백반,5,5,0,100.0,0.0
MA010120220809367442,해밀칼국수 성수점,5,5,0,100.0,0.0
MA010120220803758820,ONE BEAN카페,5,5,0,100.0,0.0
MA010120220813135946,무근본,5,4,1,80.0,20.0
MA010120220803779502,송가,5,5,0,100.0,0.0
MA010120220814268659,우오보파스타바,5,5,0,100.0,0.0
MA010120220810370526,FINZ 핀즈,5,5,0,100.0,0.0
MA010120220810490733,박가객주,5,5,0,100.0,0.0
2205,제스티살룬성수,5,5,0,100.0,0.0
MA010120220803759724,일미돼지국밥,5,5,0,100.0,0.0
MA010120220803503541,원샷치킨,5,4,1,80.0,20.0
2208,먼치스앤구디스,5,4,1,80.0,20.0
MA010120220810210454,푸라닭 성수2가점,5,5,0,100.0,0.0
MA010120220803799415,성수족발,5,3,2,60.0,40.0
MA010120220812394438,우동가조쿠 성수점,5,5,0,100.0,0.0
MA010120220803773688,종가빈대떡,5,5,0,100.0,0.0
MA010120220808029647,코트사이드,5,4,1,80.0,20.0
MA010120220804803188,셀렉토커피 서울숲IT캐슬점,5,5,0,100.0,0.0
MA010120220812594063,대림창고,5,5,0,100.0,0.0
MA010120220803750835,행운식당,5,5,0,100.0,0.0
MA010120220801032617,오니기리와이규동 성수점,5,5,0,100.0,0.0
MA010120220813005976,원조감자탕,5,5,0,100.0,0.0
MA010120220802881773,코코호도 성수점,5,5,0,100.0,0.0
MA010120220803910348,카페아모렘,5,5,0,100.0,0.0
MA010120220807886337,얼룩,5,5,0,100.0,0.0
MA010120220811740930,씨씨씨,5,5,0,100.0,0.0
MA010120220811472865,과일파는 덕이언니,5,5,0,100.0,0.0
MA010120220813755033,더반푸드,5,5,0,100.0,0.0
MA010120220803728738,얼큰이왕냉면,5,5,0,100.0,0.0
MA010120220813938476,한성식당,5,5,0,100.0,0.0
MA010120220803739117,가마솥추어탕,5,5,0,100.0,0.0
MA010120220812891182,매너커피,5,5,0,100.0,0.0
MA010120220810323847,마포설농탕,5,5,0,100.0,0.0
MA010120220806821972,용싸롱,5,5,0,100.0,0.0
MA010120220803008661,피자스쿨 성수쇼핑센타점,5,5,0,100.0,0.0
MA010120220809935043,꽈배기에 반한 치킨 성수점,4,4,0,100.0,0.0
MA010120220803757129,뚝섬생고기,4,4,0,100.0,0.0
MA010120220804941824,배떡 성수점,4,4,0,100.0,0.0
MA010120220809763653,릴레이션 카페,4,4,0,100.0,0.0
MA010120220813213284,명동할머니국수 성수카페거리점,4,4,0,100.0,0.0
MA010120220808118091,곡성,4,4,0,100.0,0.0
MA010120220800456082,문화식당,4,3,1,75.0,25.0
