호텔,리뷰 개수,긍정 리뷰 개수,부정 리뷰 개수,긍정 리뷰 비율,부정 리뷰 비율
나이스두잉 버거샵,11,11,0,100.0,0.0
신사소곱창 성수점,11,9,2,81.8,18.2
땡기면땡비어,11,10,1,90.9,9.1
쿠시범,11,8,3,72.7,27.3
교촌치킨 성수역점,11,11,0,100.0,0.0
라성천사,11,10,1,90.9,9.1
죽변항,11,8,3,72.7,27.3
BBQ치킨 성수2점,11,11,0,100.0,0.0
고기다 성수점,10,10,0,100.0,0.0
와인쌤마켓 성수낙낙점,10,10,0,100.0,0.0
커어피 & 젤라또,10,10,0,100.0,0.0
camouflage coffee,10,10,0,100.0,0.0
성일정육식당,10,10,0,100.0,0.0
어묵나라 뚝섬점,10,10,0,100.0,0.0
그린한식뷔페,10,10,0,100.0,0.0
삼원,10,10,0,100.0,0.0
60계치킨 서울성수점,10,10,0,100.0,0.0
우리칼국수,10,10,0,100.0,0.0
까사다루아,10,9,1,90.0,10.0
성수기,10,10,0,100.0,0.0
레드브릭스모크하우스,10,10,0,100.0,0.0
성수동꿀꽈배기,10,10,0,100.0,0.0
맛닭꼬 성수뚝도점,10,10,0,100.0,0.0
순심이네생삼겹,10,10,0,100.0,0.0
성수동양갈비,10,10,0,100.0,0.0
Salad No.6,10,10,0,100.0,0.0
죽이야기 서울 뚝섬역점,10,9,1,90.0,10.0
송범순대국,10,9,1,90.0,10.0
높은산,10,10,0,100.0,0.0
기왕생고기,10,10,0,100.0,0.0
오와리 주막,10,8,2,80.0,20.0
온슬,10,9,1,90.0,10.0
파스쿠찌 서울숲점,10,10,0,100.0,0.0
삼미냉면칼국수,10,10,0,100.0,0.0
감요,10,10,0,100.0,0.0
송강제면소,10,10,0,100.0,0.0
투그,10,9,1,90.0,10.0
심마니약초백숙,10,10,0,100.0,0.0
JAFA Brewery,10,10,0,100.0,0.0
하남돼지집 성수역점,10,10,0,100.0,0.0
bakery tomo,10,10,0,100.0,0.0
색다른면,10,10,0,100.0,0.0
본가큰댁설렁탕 성수점,10,10,0,100.0,0.0
김가네김밥 성수시그마밸리점,10,9,1,90.0,10.0
목로정원,10,10,0,100.0,0.0
윤돈,10,10,0,100.0,0.0
성수숯불갈비,10,10,0,100.0,0.0
잭슨피자 성수점,10,9,1,90.0,10.0
오와리 뚝섬점,10,9,1,90.0,10.0
서래왕차돌 뚝섬역점,10,10,0,100.0,0.0
행운호프,10,10,0,100.0,0.0
나미 곰식당,9,9,0,100.0,0.0
성수골목,9,9,0,100.0,0.0
포미래,9,9,0,100.0,0.0
미각짬뽕양꼬치,9,8,1,88.9,11.1
호칼국수 성수점,9,9,0,100.0,0.0
노우노우바운즈,9,9,0,100.0,0.0
제로드,9,9,0,100.0,0.0
서울맛집,9,9,0,100.0,0.0
성수BONE 성수동한우짝갈비,9,9,0,100.0,0.0
전통숯불꼼장어,9,8,1,88.9,11.1
김밥천국 성수점,9,9,0,100.0,0.0
잇샐러드 성수점,9,7,2,77.8,22.2
삼천만활어횟집,9,9,0,100.0,0.0
다모토리혼,9,8,1,88.9,11.1
흙과나무,9,9,0,100.0,0.0
메쉬커피,9,9,0,100.0,0.0
부뚜막,9,9,0,100.0,0.0
전통씨래기국밥,9,9,0,100.0,0.0
밀단지,9,9,0,100.0,0.0
동촌샤브칼국수,9,9,0,100.0,0.0
시골집,9,8,1,88.9,11.1
뚝섬생고기,9,9,0,100.0,0.0
리브나 Rivna,9,9,0,100.0,0.0
해밀칼국수 성수점,9,8,1,88.9,11.1
두루치기김치찌개,9,9,0,100.0,0.0
도미노피자 서울숲점,9,8,1,88.9,11.1
왕분식,9,9,0,100.0,0.0
가마솥추어탕,9,9,0,100.0,0.0
진지방순대국,9,9,0,100.0,0.0
언니커피,9,9,0,100.0,0.0
아끄떼 뚜,9,9,0,100.0,0.0
본죽 뚝섬점,9,8,1,88.9,11.1
등심집,9,6,3,66.7,33.3
케슬리 본점,9,9,0,100.0,0.0
비스트리오,9,9,0,100.0,0.0
완백부대찌개삼겹살 성수낙낙점,9,8,1,88.9,11.1
유향소,9,9,0,100.0,0.0
호타루,9,9,0,100.0,0.0
신명먹거리,9,9,0,100.0,0.0
온더,9,9,0,100.0,0.0
포보스,9,8,1,88.9,11.1
성수 수집,9,9,0,100.0,0.0
메종 성수돈,9,9,0,100.0,0.0
플러드,9,9,0,100.0,0.0
BHC치킨 성수역점,9,9,0,100.0,0.0
우리동네칼국수,8,7,1,87.5,12.5
전주콩나물국밥,8,8,0,100.0,0.0
"밤의, 와인테라스&낮의, 피자테라스",8,7,1,87.5,12.5
올드너티 커피로스터스,8,8,0,100.0,0.0
양평서울해장국큰아들집 성동세무서점,8,8,0,100.0,0.0
신신원,8,8,0,100.0,0.0
프로가정식백반,8,8,0,100.0,0.0
비스트로 앤드투투,8,8,0,100.0,0.0
서울앵무새,8,7,1,87.5,12.5
다담,8,8,0,100.0,0.0
장맛손칼국수,8,8,0,100.0,0.0
뚝섬김밥,8,8,0,100.0,0.0
그레이트커피 서울숲점,8,8,0,100.0,0.0
맛차차,8,8,0,100.0,0.0
Cafe B&S,8,8,0,100.0,0.0
뜸들이다 성수점,8,8,0,100.0,0.0
둘둘치킨 성수1호점,8,8,0,100.0,0.0
모퉁이와플,8,8,0,100.0,0.0
컴포즈커피 성수점,8,8,0,100.0,0.0
성수 팍스부대찌개 본점,8,8,0,100.0,0.0
춘천닭갈비,8,8,0,100.0,0.0
암암리,8,8,0,100.0,0.0
고흥만,8,8,0,100.0,0.0
교촌치킨 성수1호점,8,8,0,100.0,0.0
파주부대찌개,8,8,0,100.0,0.0
홍정원,8,7,1,87.5,12.5
행운식당,8,7,1,87.5,12.5
플디 성수점,8,7,1,87.5,12.5
큰맘할매순대국 성수동점,8,8,0,100.0,0.0
오일장,8,8,0,100.0,0.0
청키드 성수점,8,8,0,100.0,0.0
참나무로 바베큐,8,8,0,100.0,0.0
생활맥주 성수역1번출구점,8,8,0,100.0,0.0
카페 마렐,8,8,0,100.0,0.0
최가네 국수 김밥,8,8,0,100.0,0.0
성수찰순대국,8,8,0,100.0,0.0
삼삼이네생고기 성수점,8,8,0,100.0,0.0
육육면관,8,7,1,87.5,12.5
과일파는 덕이언니,8,8,0,100.0,0.0
헤이피자,8,8,0,100.0,0.0
뜨리에이치,8,8,0,100.0,0.0
우야꼬칼국수파전,8,7,1,87.5,12.5
마포설농탕,8,8,0,100.0,0.0
서울왕돈까스 성수점,8,8,0,100.0,0.0
원할머니보쌈족발 성수점,8,7,1,87.5,12.5
영식품,8,8,0,100.0,0.0
베르두레 성수점,8,8,0,100.0,0.0
수제양정순대국 본점,8,8,0,100.0,0.0
교대이층집 성수점,8,6,2,75.0,25.0
DODODO,8,8,0,100.0,0.0
미엘릿,8,8,0,100.0,0.0
향토칼국수,8,8,0,100.0,0.0
이탈리안 누들,8,8,0,100.0,0.0
토끼와거북전,8,8,0,100.0,0.0
코스모스상점,8,8,0,100.0,0.0
자금성,8,8,0,100.0,0.0
원샷치킨,8,7,1,87.5,12.5
장가,8,7,1,87.5,12.5
오스테리아 로에로,7,7,0,100.0,0.0
풍년숯불돼지갈비,7,5,2,71.4,28.6
피카워크샵,7,7,0,100.0,0.0
BBQ치킨 성수3점,7,7,0,100.0,0.0
한경화설렁탕,7,7,0,100.0,0.0
호랑도,7,7,0,100.0,0.0
뚝도지기,7,7,0,100.0,0.0
서울숲오삼불고기,7,7,0,100.0,0.0
카페 투스프링,7,7,0,100.0,0.0
반가백암순대,7,7,0,100.0,0.0
CAFE FLARES,7,7,0,100.0,0.0
어부가,7,6,1,85.7,14.3
쁘띠 다이너,7,7,0,100.0,0.0
퍼멘티드 고스트,7,7,0,100.0,0.0
참참치킨 성수점,7,7,0,100.0,0.0
음악창고 LP BAR,7,7,0,100.0,0.0
진도부대찌개,7,7,0,100.0,0.0
업사이드커피 뚝섬점,7,7,0,100.0,0.0
코너룸,7,7,0,100.0,0.0
본도시락 성수점,7,7,0,100.0,0.0
리브릭,7,7,0,100.0,0.0
디스코커피,7,7,0,100.0,0.0
투다리 뚝섬점,7,6,1,85.7,14.3
김밥 어때,7,7,0,100.0,0.0
한세희복집,7,7,0,100.0,0.0
어페어커피,7,7,0,100.0,0.0
맛닭꼬 뚝섬점,7,7,0,100.0,0.0
무국적주점 거실,7,7,0,100.0,0.0
박가부대 성수코오롱디지털밸리점,7,6,1,85.7,14.3
밤새우리,7,7,0,100.0,0.0
국일돼지왕갈비생삼겹살,7,7,0,100.0,0.0
맛보래,7,7,0,100.0,0.0
혁신풍천민물장어 서울숲점,7,7,0,100.0,0.0
어커,7,7,0,100.0,0.0
아이아이알,7,7,0,100.0,0.0
카페 스트랏,7,7,0,100.0,0.0
그레이박스,7,7,0,100.0,0.0
청주한씨,7,6,1,85.7,14.3
성수동 리얼 로스팅 커피&디저트,7,7,0,100.0,0.0
이키나리돈부리,6,6,0,100.0,0.0
봉짬뽕,6,6,0,100.0,0.0
비놈,6,6,0,100.0,0.0
김종욱 커피,6,6,0,100.0,0.0
하우트제곱,6,6,0,100.0,0.0
카페 알렛츠,6,6,0,100.0,0.0
오비광장,6,5,1,83.3,16.7
유진참치,6,6,0,100.0,0.0
웰컴차이나,6,6,0,100.0,0.0
풍년정육점식당,6,6,0,100.0,0.0
코시나,6,5,1,83.3,16.7
셀렉토커피 서울숲IT캐슬점,6,6,0,100.0,0.0
구시월닭한마리,6,5,1,83.3,16.7
더존푸드,6,6,0,100.0,0.0
앙골로에스프레소,6,6,0,100.0,0.0
카페바로,6,6,0,100.0,0.0
찌마찌마,6,6,0,100.0,0.0
쥬씨 성수IT점,6,6,0,100.0,0.0
짬뽕타운,6,6,0,100.0,0.0
한남양옥 성수,6,6,0,100.0,0.0
우오보파스타바,6,6,0,100.0,0.0
EZER Coffee,6,6,0,100.0,0.0
신의주순대와쭈꾸미 성수점,6,6,0,100.0,0.0
잔치국수아줌마,6,6,0,100.0,0.0
스시라온,6,6,0,100.0,0.0
모어딥 성수,6,6,0,100.0,0.0
서울숲쭈꾸미,6,6,0,100.0,0.0
와인바킥,6,6,0,100.0,0.0
쵸리상경,6,5,1,83.3,16.7
송계옥성수점,6,6,0,100.0,0.0
커피베이 성동성수점,6,6,0,100.0,0.0
티핀,6,6,0,100.0,0.0
소나무커피,6,6,0,100.0,0.0
309디저트카페,6,6,0,100.0,0.0
홍천숯닭,6,6,0,100.0,0.0
성수스타우트,6,5,1,83.3,16.7
성수망치버거,6,6,0,100.0,0.0
일월수제만두,6,6,0,100.0,0.0
창창커피,6,6,0,100.0,0.0
죽고을,6,6,0,100.0,0.0
외가집,6,6,0,100.0,0.0
크레송,6,6,0,100.0,0.0
플라이팬커피 뚝섬점,6,6,0,100.0,0.0
백억포차,6,6,0,100.0,0.0
어글리크림치즈,6,6,0,100.0,0.0
카페크라비,6,6,0,100.0,0.0
모므로살롱,6,6,0,100.0,0.0
백리향중화요리,6,6,0,100.0,0.0
테이블 소사이어티 클럽,6,6,0,100.0,0.0
후다닭Q 본점,6,5,1,83.3,16.7
닭한마리,6,6,0,100.0,0.0
낙타커피로스터스,6,6,0,100.0,0.0
물레방아민물매운탕,6,6,0,100.0,0.0
라스베이글 성수점,6,5,1,83.3,16.7
옛날순대국밥,6,6,0,100.0,0.0
탕 김치찌개,6,6,0,100.0,0.0
피터팬돈까스,6,6,0,100.0,0.0
버터컵,6,6,0,100.0,0.0
신성웰빙족발,6,6,0,100.0,0.0
투달러스커피,6,6,0,100.0,0.0
둘둘치킨 뚝섬점,6,6,0,100.0,0.0
더킹돈 뚝섬점,5,5,0,100.0,0.0
하루나,5,5,0,100.0,0.0
푸라닭 성수2가점,5,5,0,100.0,0.0
성수찌개,5,5,0,100.0,0.0
생삼겹장수유황오리,5,5,0,100.0,0.0
내추럴,5,5,0,100.0,0.0
깡통집,5,5,0,100.0,0.0
뺌치킨,5,5,0,100.0,0.0
세스크멘슬,5,5,0,100.0,0.0
프라이데이무브먼트,5,5,0,100.0,0.0
성일식당아들네,5,5,0,100.0,0.0
성수장,5,4,1,80.0,20.0
복식커피,5,5,0,100.0,0.0
밥플러스 에이스하이엔드점,5,5,0,100.0,0.0
전주식당,5,5,0,100.0,0.0
제스티살룬성수,5,5,0,100.0,0.0
천수곱창,5,4,1,80.0,20.0
역삼칼국수,5,5,0,100.0,0.0
독도참치 성수점,5,5,0,100.0,0.0
샌드카베,5,5,0,100.0,0.0
소안도풍경,5,5,0,100.0,0.0
LOWIDE,5,5,0,100.0,0.0
블루보틀성수점,5,5,0,100.0,0.0
알파카페,5,5,0,100.0,0.0
넘버파이브,5,5,0,100.0,0.0
숲속식사 철판볶음밥,5,5,0,100.0,0.0
도토루커피os,5,4,1,80.0,20.0
2002횟집,5,5,0,100.0,0.0
민티베리,5,4,1,80.0,20.0
개성상인,5,5,0,100.0,0.0
밥플러스 성수에이팩센터점,5,5,0,100.0,0.0
복닭 성수점,5,5,0,100.0,0.0
담바골,5,5,0,100.0,0.0
부성식당,5,5,0,100.0,0.0
Naked Coffee,5,3,2,60.0,40.0
시골가마솥삼겹살 성수점,5,5,0,100.0,0.0
밥플러스 6호점,5,5,0,100.0,0.0
얼큰이왕냉면,5,5,0,100.0,0.0
에이치커피로스터스,5,5,0,100.0,0.0
동맛골보쌈칼국수,5,5,0,100.0,0.0
얼룩,5,5,0,100.0,0.0
일미돼지국밥,5,5,0,100.0,0.0
amado,5,5,0,100.0,0.0
커피식탁,5,5,0,100.0,0.0
리퀴드랩,5,5,0,100.0,0.0
태풍순대국,5,5,0,100.0,0.0
모멘토브루어스,5,5,0,100.0,0.0
네네치킨 성수2가점,5,5,0,100.0,0.0
Make,5,5,0,100.0,0.0
양과자점 라보엠,5,5,0,100.0,0.0
윤스김밥,5,4,1,80.0,20.0
현대옥 서울숲점,5,5,0,100.0,0.0
뚝섬삼겹,5,4,1,80.0,20.0
가내수공업고깃집,5,5,0,100.0,0.0
뱅글,5,5,0,100.0,0.0
INDICA,5,4,1,80.0,20.0
알천 성동본점,5,5,0,100.0,0.0
영구스피자 성수점,5,5,0,100.0,0.0
에그마카슈 성수,5,5,0,100.0,0.0
행운한식뷔페,5,5,0,100.0,0.0
100회,5,5,0,100.0,0.0
매머드익스프레스 서울숲코오롱1차점,5,5,0,100.0,0.0
매너커피,4,4,0,100.0,0.0
베러로스팅랩&쇼룸,4,4,0,100.0,0.0
레타주,4,4,0,100.0,0.0
SooLit,4,4,0,100.0,0.0
다미,4,4,0,100.0,0.0
솔솥성수점,4,4,0,100.0,0.0
킨더프레스 에스프레소 바 성수뚝섬점,4,3,1,75.0,25.0
포지티브 제로 라운지,4,3,1,75.0,25.0
로우커피스탠드 성수점,4,4,0,100.0,0.0
pvglab,4,4,0,100.0,0.0
대돈집,4,4,0,100.0,0.0
55주막,4,4,0,100.0,0.0
나나횟집,4,4,0,100.0,0.0
밥플러스 아이티캐슬점,4,4,0,100.0,0.0
행복식당,4,3,1,75.0,25.0
카페리빈 성수점,4,4,0,100.0,0.0
장미통닭집,4,4,0,100.0,0.0
압구정샌드위치 성수점,4,4,0,100.0,0.0
독보,4,4,0,100.0,0.0
미사랑,4,4,0,100.0,0.0
서후와규,4,4,0,100.0,0.0
을지로골뱅이,4,4,0,100.0,0.0
춘천닭갈비낙지철판,4,4,0,100.0,0.0
커피베이 서울숲AK밸리점,4,4,0,100.0,0.0
종가빈대떡,4,4,0,100.0,0.0
키보우 라멘,4,2,2,50.0,50.0
성수낙지,4,4,0,100.0,0.0
박가객주,4,4,0,100.0,0.0
송가,4,4,0,100.0,0.0
일루오리,4,4,0,100.0,0.0
행닭바베큐통닭,4,4,0,100.0,0.0
풍년식당,4,4,0,100.0,0.0
그린웰빙한식부페,4,4,0,100.0,0.0
우리집밥,4,4,0,100.0,0.0
호식이두마리치킨 서울숲점,4,4,0,100.0,0.0
새촌131,4,4,0,100.0,0.0
앙심품은도야지,4,3,1,75.0,25.0
모루타루,4,4,0,100.0,0.0
콜렉트,4,4,0,100.0,0.0
브로벨커피,4,4,0,100.0,0.0
쿠켄치킨호프 성수점,4,4,0,100.0,0.0
파라디,4,4,0,100.0,0.0
성수손칼국수,4,4,0,100.0,0.0
레이어57 카페,4,4,0,100.0,0.0
빨간마초닭발 성수점,4,4,0,100.0,0.0
황소미가,4,4,0,100.0,0.0
태양각,4,4,0,100.0,0.0
윤식당 한식뷔페,4,4,0,100.0,0.0
성수동골룸 서울숲 해산물 포장마차,4,4,0,100.0,0.0
대박낙소 성수점,4,4,0,100.0,0.0
미정이네식당,4,4,0,100.0,0.0
더퍼즈,3,3,0,100.0,0.0
장흥식당,3,3,0,100.0,0.0
온에떼라,3,3,0,100.0,0.0
카페랏102,3,3,0,100.0,0.0
하피,3,3,0,100.0,0.0
스몰글라스,3,3,0,100.0,0.0
호랑이식탁,3,3,0,100.0,0.0
LAZZO,3,3,0,100.0,0.0
경수식당,3,3,0,100.0,0.0
야끼도리정,3,3,0,100.0,0.0
그룬트,3,3,0,100.0,0.0
페이지스,3,3,0,100.0,0.0
탕가네,3,3,0,100.0,0.0
원조장충왕족발,3,3,0,100.0,0.0
88켄터키 성수점,3,3,0,100.0,0.0
싱싱횟집,3,3,0,100.0,0.0
진미식당,3,3,0,100.0,0.0
뚝도리보신탕,3,3,0,100.0,0.0
논스톱샌드위치,3,3,0,100.0,0.0
연탄요릿집,3,3,0,100.0,0.0
피자파는집 서울성수점,3,3,0,100.0,0.0
동신식당,3,3,0,100.0,0.0
셀럽드샐러드,3,3,0,100.0,0.0
맥스카나,3,3,0,100.0,0.0
리커버리커피바,3,3,0,100.0,0.0
너랑나랑 콩나물국밥삼겹살,3,3,0,100.0,0.0
울보분식,3,3,0,100.0,0.0
일정,3,3,0,100.0,0.0
부덕관,3,3,0,100.0,0.0
어썸브로시스,3,3,0,100.0,0.0
원앤하프,3,2,1,66.7,33.3
카페오라,3,3,0,100.0,0.0
형제갈비,3,3,0,100.0,0.0
이흥부오향족발 뚝섬점,3,3,0,100.0,0.0
땡초꼼장어,3,3,0,100.0,0.0
용싸롱,3,3,0,100.0,0.0
더반푸드,3,3,0,100.0,0.0
대흥정육식당,3,3,0,100.0,0.0
동호마을명태코다리,3,3,0,100.0,0.0
동강,3,2,1,66.7,33.3
차만다서울숲점,3,3,0,100.0,0.0
페를 perle,3,3,0,100.0,0.0
하이엔드라이,3,2,1,66.7,33.3
브레드온,3,3,0,100.0,0.0
큐리크,3,3,0,100.0,0.0
윕성수,3,3,0,100.0,0.0
우동가조쿠 성수점,3,2,1,66.7,33.3
모이크,3,3,0,100.0,0.0
피어커피로스터스,3,3,0,100.0,0.0
모호인,3,3,0,100.0,0.0
정든집,3,3,0,100.0,0.0
한돈급냉삼겹살,3,3,0,100.0,0.0
진작다이닝,3,3,0,100.0,0.0
카페온유,3,3,0,100.0,0.0
지코바치킨 성수1호점,3,3,0,100.0,0.0
백야드빌더성수,3,2,1,66.7,33.3
호호식당,3,3,0,100.0,0.0
마를리,3,3,0,100.0,0.0
카페라니,3,3,0,100.0,0.0
참숯나라갈비마을,3,3,0,100.0,0.0
민물집,3,3,0,100.0,0.0
후프커피,3,3,0,100.0,0.0
성수식당,3,3,0,100.0,0.0
청죽골 2호점,3,3,0,100.0,0.0
소바짐,3,3,0,100.0,0.0
중국관,3,3,0,100.0,0.0
병천순대국 성수점,3,2,1,66.7,33.3
per week,3,3,0,100.0,0.0
전주집,3,3,0,100.0,0.0
바탕,3,3,0,100.0,0.0
카나비스트릿,3,3,0,100.0,0.0
예셰숄,3,3,0,100.0,0.0
맛집이모네,2,2,0,100.0,0.0
한성식당,2,2,0,100.0,0.0
꾸이한끼 성수점,2,2,0,100.0,0.0
푸른바다횟집,2,2,0,100.0,0.0
조리,2,2,0,100.0,0.0
시장설렁탕,2,2,0,100.0,0.0
락지,2,2,0,100.0,0.0
야페,2,2,0,100.0,0.0
한끼,2,2,0,100.0,0.0
피에스비 커피바,2,2,0,100.0,0.0
광순네식당,2,2,0,100.0,0.0
봄의정원성수점,2,2,0,100.0,0.0
진국해장국,2,2,0,100.0,0.0
바위파스타바 성수,2,2,0,100.0,0.0
오프비트,2,2,0,100.0,0.0
몽련,2,2,0,100.0,0.0
할아버지공장,2,2,0,100.0,0.0
성수부엌,2,2,0,100.0,0.0
파치비 성수점,2,1,1,50.0,50.0
최가식당,2,2,0,100.0,0.0
바나나트리 성수점,2,2,0,100.0,0.0
해리커피,2,2,0,100.0,0.0
오드비,2,2,0,100.0,0.0
코사이어티 서울숲,2,2,0,100.0,0.0
청진동해장국 성수점,2,2,0,100.0,0.0
시골밥상,2,2,0,100.0,0.0
룰루랄라 뚝섬역점,2,2,0,100.0,0.0
호남식당,2,2,0,100.0,0.0
더반 베를린 성수점,2,2,0,100.0,0.0
남매칼국수,2,2,0,100.0,0.0
도믹스,2,2,0,100.0,0.0
93밀리언마일즈,2,2,0,100.0,0.0
센터커피,2,2,0,100.0,0.0
살롱드가벵양,2,2,0,100.0,0.0
슬로우캘리 뚝섬역점,2,2,0,100.0,0.0
성수베이킹스튜디오,2,2,0,100.0,0.0
더블핸스테이크 서울숲점,2,2,0,100.0,0.0
뺑드에코,2,2,0,100.0,0.0
명동할머니국수 성수카페거리점,2,2,0,100.0,0.0
오스테리아쟌니,2,2,0,100.0,0.0
성수뚝배기,2,2,0,100.0,0.0
밀도,2,2,0,100.0,0.0
5스타커피 셀렉트샵 서울숲점,2,2,0,100.0,0.0
꾸아,2,2,0,100.0,0.0
어니언성수점,2,1,1,50.0,50.0
어촌횟집,2,1,1,50.0,50.0
자매집생선구이,2,2,0,100.0,0.0
밤토리,2,2,0,100.0,0.0
파파존스 성수점,2,2,0,100.0,0.0
비밀의정원,2,2,0,100.0,0.0
빌런,2,2,0,100.0,0.0
성연순대국&족발,2,2,0,100.0,0.0
성수동꽈배기 로고스타,2,2,0,100.0,0.0
연탄구이집,2,2,0,100.0,0.0
청수먹거리,2,2,0,100.0,0.0
신촌설렁탕,2,2,0,100.0,0.0
혜성분식,2,2,0,100.0,0.0
커피사피엔스 선명스퀘어점,2,1,1,50.0,50.0
IT 뷔페,2,2,0,100.0,0.0
남원콩나물국밥,2,2,0,100.0,0.0
금돼지,2,1,1,50.0,50.0
백두대간 성수점,2,2,0,100.0,0.0
두남자의개수작,2,2,0,100.0,0.0
오니기리와이규동 성수점,2,2,0,100.0,0.0
쓰리오브어스,2,2,0,100.0,0.0
우영푸드빌,2,2,0,100.0,0.0
굴국밥현이네,2,2,0,100.0,0.0
커피코코,2,2,0,100.0,0.0
야곱293,2,2,0,100.0,0.0
더다미,2,2,0,100.0,0.0
최가네부대찌개,2,2,0,100.0,0.0
언커먼그라운드,2,2,0,100.0,0.0
온누리식당,2,2,0,100.0,0.0
원조감자탕,2,2,0,100.0,0.0
성수명당,2,2,0,100.0,0.0
별미식당,2,2,0,100.0,0.0
심토불이,2,2,0,100.0,0.0
씨에이크,2,2,0,100.0,0.0
머니뭐니 성수점,2,2,0,100.0,0.0
조양생고기순대국,2,1,1,50.0,50.0
명인갈비 성수점,1,1,0,100.0,0.0
맛부,1,1,0,100.0,0.0
서산식당,1,1,0,100.0,0.0
소소하게,1,1,0,100.0,0.0
포크앤라이프,1,1,0,100.0,0.0
큐씨오,1,1,0,100.0,0.0
스트로베리32,1,1,0,100.0,0.0
소랑호젠,1,1,0,100.0,0.0
대포차,1,1,0,100.0,0.0
더키더키,1,1,0,100.0,0.0
남경관,1,1,0,100.0,0.0
니드인,1,1,0,100.0,0.0
돼지네생삼겹살,1,1,0,100.0,0.0
배떡 성수점,1,1,0,100.0,0.0
부경,1,1,0,100.0,0.0
이트앤드링크,1,1,0,100.0,0.0
정참치,1,1,0,100.0,0.0
얌커피,1,1,0,100.0,0.0
마포숫불갈비,1,1,0,100.0,0.0
세밀,1,1,0,100.0,0.0
와규오감,1,1,0,100.0,0.0
카페 뮤,1,1,0,100.0,0.0
YENA,1,1,0,100.0,0.0
복돼지,1,0,1,0.0,100.0
곱씹어you,1,1,0,100.0,0.0
슈퍼오리,1,1,0,100.0,0.0
여기가좋겠네,1,1,0,100.0,0.0
오늘도못참치,1,1,0,100.0,0.0
성수다락,1,1,0,100.0,0.0
씨씨씨,1,1,0,100.0,0.0
진수성찬한식뷔페,1,1,0,100.0,0.0
벼리다,1,1,0,100.0,0.0
소녀방앗간,1,1,0,100.0,0.0
대림창고,1,1,0,100.0,0.0
소문난생만두 성수역점,1,1,0,100.0,0.0
성수족발,1,1,0,100.0,0.0
마스,1,1,0,100.0,0.0
메이플탑,1,1,0,100.0,0.0
화양리우동집,1,1,0,100.0,0.0
멜로워,1,1,0,100.0,0.0
미리내,1,1,0,100.0,0.0
에르제,1,0,1,0.0,100.0
오므오트,1,1,0,100.0,0.0
장안식당,1,1,0,100.0,0.0
아카보시,1,1,0,100.0,0.0
카페아모렘,1,1,0,100.0,0.0
뚝도국수집,1,1,0,100.0,0.0
5to7,1,1,0,100.0,0.0
수칼국수,1,1,0,100.0,0.0
카페그라운드시소,1,1,0,100.0,0.0
메모레,1,1,0,100.0,0.0
퀴바라,1,1,0,100.0,0.0
에바스,1,1,0,100.0,0.0
피자스쿨 성수점,1,1,0,100.0,0.0
훈이네,1,1,0,100.0,0.0
뚝도수산,1,1,0,100.0,0.0
라성키친,1,1,0,100.0,0.0
레이어10 카페,1,1,0,100.0,0.0
릴레이션 카페,1,1,0,100.0,0.0
장위동유성집 성동점,1,1,0,100.0,0.0
오가네숯불곰장어,1,1,0,100.0,0.0
내고향정육점식당,1,1,0,100.0,0.0
황기닭한마리,1,1,0,100.0,0.0
진한식부페,1,1,0,100.0,0.0
제일,1,1,0,100.0,0.0
감닭오구공공,1,1,0,100.0,0.0
카페일로,1,1,0,100.0,0.0
써니,1,1,0,100.0,0.0
순심이네,1,1,0,100.0,0.0
dooop,1,1,0,100.0,0.0
국보전,1,1,0,100.0,0.0
맥문동호프,1,1,0,100.0,0.0
뚝시돈,1,1,0,100.0,0.0
성공is100,1,1,0,100.0,0.0
까칠이,1,1,0,100.0,0.0
철규네분식,1,1,0,100.0,0.0
무등산닭한마리,1,1,0,100.0,0.0
딤플맥주양주,1,1,0,100.0,0.0
Dii,1,1,0,100.0,0.0
현영이네,1,1,0,100.0,0.0
엄마네냄비밥,1,1,0,100.0,0.0
경성찹쌀꽈배기 뚝섬점,1,1,0,100.0,0.0
행복한 곱창,1,1,0,100.0,0.0
미정이네코다리찜,1,1,0,100.0,0.0
또래오래 성수점,1,1,0,100.0,0.0
카페 메이,1,1,0,100.0,0.0
생태한마리,1,1,0,100.0,0.0
카라,1,1,0,100.0,0.0
제이엠,1,1,0,100.0,0.0
강남빈대떡,1,1,0,100.0,0.0
비어호프,1,0,1,0.0,100.0
쁘띠그랑,1,1,0,100.0,0.0
숙영이네,1,1,0,100.0,0.0
하루참치랑연어랑,1,1,0,100.0,0.0
치카성수,1,1,0,100.0,0.0
뿐또블루,1,0,1,0.0,100.0
뽀식이네부페식당,1,1,0,100.0,0.0
제주올레포차 2호점,1,1,0,100.0,0.0
베트남쌀국수,1,1,0,100.0,0.0
인덱스카라멜,1,1,0,100.0,0.0
잇쇼우,1,1,0,100.0,0.0
맞닿음 성수점,1,1,0,100.0,0.0
골목집,1,1,0,100.0,0.0
