상가업소번호,가게명,리뷰 개수,긍정 리뷰 개수,부정 리뷰 개수,긍정 리뷰 비율,부정 리뷰 비율
3327,뜸들이다 신촌점,24,23,1,95.8,4.2
MA010120220812191505,건륭산시도삭면 신촌본점,24,22,2,91.7,8.3
MA010120220808203278,비아 메렝게,24,22,2,91.7,8.3
MA010120220804132287,샐러디 연세대점,24,23,1,95.8,4.2
MA010120220813916613,김삼보김치찌개 신촌점,24,23,1,95.8,4.2
MA010120220810149522,강남불백 신촌점,23,23,0,100.0,0.0
MA010120220813986760,포티드,23,19,4,82.6,17.4
MA010120220814078162,호복,23,16,7,69.6,30.4
MA010120220814100801,커피크레페본점,23,23,0,100.0,0.0
MA010120220800577547,라 본느 타르트,23,23,0,100.0,0.0
MA010120220811992941,과일에반하다 프루타 신촌점,23,21,2,91.3,8.7
MA010120220814256550,로봇김밥 세브란스점,22,20,2,90.9,9.1
MA010120220809871590,맘맘테이블,22,22,0,100.0,0.0
MA010120220800846433,한림돈가 본점,22,20,2,90.9,9.1
MA010120220800594945,이삭토스트 이화여대점,22,22,0,100.0,0.0
MA010120220800589616,고냉지,22,22,0,100.0,0.0
MA010120220809807752,팜스힐,22,22,0,100.0,0.0
MA010120220810803751,파스쿠찌 연세세브란스2호점,22,22,0,100.0,0.0
MA010120220803097672,파파노다이닝,22,20,2,90.9,9.1
MA010120220806454999,텐동미세기,22,22,0,100.0,0.0
MA010120220802926374,카우떡볶이,22,22,0,100.0,0.0
MA010120220805400839,노란집,21,21,0,100.0,0.0
MA010120220805281719,네네치킨 이대역점,21,20,1,95.2,4.8
MA010120220806819195,제스의부엌 옐로서브마린점,21,21,0,100.0,0.0
MA010120220803520345,잠바주스 연세대학교점,21,20,1,95.2,4.8
MA010120220800640896,삼호복집,21,21,0,100.0,0.0
MA010120220800590196,탐앤탐스 신촌로터리점,21,17,4,81.0,19.0
MA010120220800558073,웅네서서갈비,21,21,0,100.0,0.0
MA010120220810306836,풍국면 현대백화점 신촌점,20,18,2,90.0,10.0
MA010120220800380246,보울룸 신촌점,20,15,5,75.0,25.0
MA010120220806484912,백순대본가새맛 신촌연대점,20,20,0,100.0,0.0
MA010120220804401647,김광석신촌칼국수 이대직영점,20,20,0,100.0,0.0
MA010120220806525269,아비꼬 신촌점,20,18,2,90.0,10.0
MA010120220802929122,오리지날 이대본점,20,19,1,95.0,5.0
MA010120220800603323,몰리스,20,18,2,90.0,10.0
MA010120220800584941,연대포,20,19,1,95.0,5.0
MA010120220800611265,김가네김밥 이대점,20,20,0,100.0,0.0
MA010120220800576001,맨도롱 식당,20,19,1,95.0,5.0
3338,에일크루,20,17,3,85.0,15.0
3319,가츠벤또,20,20,0,100.0,0.0
MA010120220802934541,7번가피자 신촌마포점,19,17,2,89.5,10.5
MA010120220813940605,지파시 연세암병원점,19,19,0,100.0,0.0
MA010120220800639432,아저씨네낙지찜,19,18,1,94.7,5.3
MA010120220812628509,이디야커피 연세대점,19,19,0,100.0,0.0
MA010120220805382257,소오밥집,19,18,1,94.7,5.3
MA010120220813310135,뚜레쥬르 이화여대ECC점,19,19,0,100.0,0.0
MA010120220802283256,화로상회 신촌점,19,18,1,94.7,5.3
MA010120220801438904,미사일부대찌개,19,19,0,100.0,0.0
MA010120220800579997,너스레,19,19,0,100.0,0.0
MA010120220808910640,파리바게뜨 연대이화점,19,19,0,100.0,0.0
MA010120220809586156,백미당 현대백화점신촌점,19,19,0,100.0,0.0
MA0101202212A0097323,누들김밥 이대점,19,18,1,94.7,5.3
MA010120220808189158,에이투지 카페,19,17,2,89.5,10.5
MA010120220800926252,아콘스톨,19,18,1,94.7,5.3
3334,홍두깨칼국수,19,19,0,100.0,0.0
MA010120220812885599,싸움의고수 신촌점,18,15,3,83.3,16.7
MA010120220800998373,홍보석,18,18,0,100.0,0.0
MA010120220806555882,조선의 육개장 칼국수,18,18,0,100.0,0.0
MA010120220800802178,우드문,18,18,0,100.0,0.0
MA010120220814272458,사케즈키,18,18,0,100.0,0.0
MA010120220800582385,새마을식당 신촌점,18,17,1,94.4,5.6
MA010120220808461213,신룽푸마라탕 신촌점,18,15,3,83.3,16.7
MA010120220802898807,교토우마이,18,18,0,100.0,0.0
MA010120220805955825,두끼 이대점,18,18,0,100.0,0.0
MA010120220800602766,돈불1971,18,18,0,100.0,0.0
MA010120220800891258,BHC치킨 이대역점,17,16,1,94.1,5.9
MA010120220811498089,유야케도쿄,17,17,0,100.0,0.0
MA010120220805834391,야곱의축복 신촌점,17,16,1,94.1,5.9
MA010120220800580145,벨라프라하,17,17,0,100.0,0.0
MA010120220809231151,미도 매운향솥,17,16,1,94.1,5.9
MA010120220808140236,신촌간이회집,17,17,0,100.0,0.0
MA010120220804132369,탐복 현대백화점신촌점,17,16,1,94.1,5.9
MA010120220800558222,파티오,17,17,0,100.0,0.0
MA010120220813197415,베어스덴 브런치,17,17,0,100.0,0.0
MA010120220800608820,이화당제과,17,17,0,100.0,0.0
MA010120220803409968,신신포차,17,14,3,82.4,17.6
3313,죠티레스토랑,17,16,1,94.1,5.9
MA010120220800097594,올그릭투미,17,17,0,100.0,0.0
MA010120220811950836,크로플덕오리아가씨 신촌점,16,16,0,100.0,0.0
MA010120220813058504,대치영지,16,16,0,100.0,0.0
MA010120220800577859,딸기골,16,16,0,100.0,0.0
MA010120220801217659,미스터서왕만두,16,15,1,93.8,6.2
MA010120220800600809,솔리드웍스 아이스크림,16,16,0,100.0,0.0
MA010120220806520559,청년다방 신촌점,16,16,0,100.0,0.0
MA010120220800575797,본죽 이대점,16,16,0,100.0,0.0
MA010120220806360533,소담식당,16,16,0,100.0,0.0
MA010120220800595350,라임,16,16,0,100.0,0.0
MA010120220804471322,진돈부리,16,16,0,100.0,0.0
MA010120220800600646,길상양꼬치,16,14,2,87.5,12.5
MA010120220800634270,술익는마을,16,15,1,93.8,6.2
MA010120220800203000,타코몽,16,16,0,100.0,0.0
MA010120220802054670,커피도가 헤리티지 신촌이대점,15,15,0,100.0,0.0
MA010120220807415778,개미집 신촌점,15,14,1,93.3,6.7
3321,형제식당,15,15,0,100.0,0.0
MA010120220800203460,하우스라운지,15,14,1,93.3,6.7
MA010120220811670518,본죽&비빔밥cafe 신촌점,15,15,0,100.0,0.0
MA010120220814339484,오븐에오분,15,15,0,100.0,0.0
MA010120220800555987,미네르바,15,15,0,100.0,0.0
MA010120220812685758,부엉이돈가스 신촌점,15,14,1,93.3,6.7
MA010120220804951963,리또리또,15,15,0,100.0,0.0
MA010120220800586382,마이시크릿메이트,15,15,0,100.0,0.0
MA010120220805161893,폼프리츠 신촌점,15,14,1,93.3,6.7
MA010120220800586774,강산애,14,14,0,100.0,0.0
MA010120220800996612,포메인 신촌점,14,12,2,85.7,14.3
MA010120220805012558,유원섬커피,14,11,3,78.6,21.4
MA0101202301A0088636,천진분식,14,13,1,92.9,7.1
MA010120220800086424,이디야 신촌기차역점,14,14,0,100.0,0.0
MA010120220800082029,아워즈,14,14,0,100.0,0.0
MA010120220800594420,앨리스,14,14,0,100.0,0.0
MA010120220806371195,뉴타운,14,12,2,85.7,14.3
MA010120220806893464,헐리우드,14,14,0,100.0,0.0
MA010120220813285183,가빈카페,14,14,0,100.0,0.0
MA010120220812726726,사워도우 랩,14,14,0,100.0,0.0
MA010120220802418610,한신포차 신촌점,14,11,3,78.6,21.4
MA010120220800567582,다다,13,13,0,100.0,0.0
3317,신촌귀일만두,13,12,1,92.3,7.7
MA010120220807883106,하노이의아침,13,12,1,92.3,7.7
MA010120220810490728,카페마지오,13,13,0,100.0,0.0
MA010120220806788244,아웃닭 신촌역점,13,13,0,100.0,0.0
MA010120220800432855,유채우 요리사랑,13,13,0,100.0,0.0
MA010120220804573449,신촌해물칼국수,13,13,0,100.0,0.0
3323,쭈꾸미블루스 신촌본점,13,12,1,92.3,7.7
3325,Chai797 Plus 현대신촌점,13,13,0,100.0,0.0
MA010120220807405364,카페HE,13,13,0,100.0,0.0
MA010120220808684587,본도시락 이대점,13,13,0,100.0,0.0
MA010120220800603138,카페문,13,13,0,100.0,0.0
MA010120220800558226,벽제갈비 신촌점,13,11,2,84.6,15.4
MA010120220812069328,이국장,13,12,1,92.3,7.7
MA010120220810543131,유자유김치떡볶이 신촌점,13,13,0,100.0,0.0
MA010120220814163588,더블유루프탑,13,13,0,100.0,0.0
MA010120220804841693,신촌관,13,12,1,92.3,7.7
MA010120220808622606,뉴욕비앤씨 신촌본점,13,13,0,100.0,0.0
MA010120220813493798,옥루몽 신촌본점,12,12,0,100.0,0.0
MA010120220805954544,육쌈냉면 이대점,12,12,0,100.0,0.0
3326,거북이의주방,12,12,0,100.0,0.0
MA010120220803808742,이삭토스트 창천점,12,12,0,100.0,0.0
MA010120220810411425,찰리주막 신촌점,12,10,2,83.3,16.7
MA010120220805163239,카페페라유니크,12,12,0,100.0,0.0
MA010120220812749388,두찜 신촌점,12,12,0,100.0,0.0
MA010120220802958210,이름없는파스타 이화여대점,12,12,0,100.0,0.0
MA010120220800599006,포석정,12,11,1,91.7,8.3
MA010120220800563961,불밥 이대본점,12,12,0,100.0,0.0
MA010120220812809316,베러댄와플 이화여대점,12,12,0,100.0,0.0
MA010120220800895598,명물갈비,12,11,1,91.7,8.3
MA010120220814312436,신참떡볶이 이대점,12,11,1,91.7,8.3
MA010120220805013174,체셔캣,12,12,0,100.0,0.0
MA010120220809367531,투다리 이대점,12,12,0,100.0,0.0
MA010120220809993703,배떡 신촌점,12,12,0,100.0,0.0
MA010120220800602181,청년밥상문간 이화여자대학교점,11,11,0,100.0,0.0
MA010120220812645330,마포돼지불백,11,11,0,100.0,0.0
MA010120220800594625,자연담은화로 신촌점,11,11,0,100.0,0.0
MA010120220800554775,이코노스시본점,11,10,1,90.9,9.1
MA010120220800602899,카페 시크릿,11,9,2,81.8,18.2
MA010120220803458500,만냥하우스,11,10,1,90.9,9.1
MA010120220800595661,바프로,11,11,0,100.0,0.0
MA010120220813975496,플릭온커피,11,11,0,100.0,0.0
MA010120220806923282,봉추찜닭 신촌점,11,11,0,100.0,0.0
MA010120220800558542,봉구비어 신촌명물거리2호점,11,11,0,100.0,0.0
MA010120220805300315,유,11,11,0,100.0,0.0
MA010120220812781050,틈새라면 신촌점,11,11,0,100.0,0.0
MA010120220807021864,구구족 이대점,11,10,1,90.9,9.1
MA010120220813583393,낮과밤,11,11,0,100.0,0.0
MA010120220813917577,이빠네마 그릴,11,9,2,81.8,18.2
MA010120220811947726,프라이빗 신촌점,11,11,0,100.0,0.0
MA010120220800576445,홍초불닭 신촌본점,11,11,0,100.0,0.0
MA010120220800574715,코바코 신촌점,11,11,0,100.0,0.0
MA010120220811776529,섬채,11,11,0,100.0,0.0
MA010120220810236516,꽃피다이화다방,11,11,0,100.0,0.0
MA010120220807754377,라장훠궈,10,9,1,90.0,10.0
MA010120220803201646,씽킹인사이드더박스,10,9,1,90.0,10.0
MA010120220807029718,에어플레인모드,10,9,1,90.0,10.0
MA010120220806832204,클로버,10,10,0,100.0,0.0
MA010120220804599689,막걸리싸롱,10,10,0,100.0,0.0
MA010120220812839157,이대깻잎떡볶이,10,10,0,100.0,0.0
MA010120220804156412,신촌부추곱창 신촌본점,10,10,0,100.0,0.0
MA010120220803290634,더도이축산직영점 신촌점,10,10,0,100.0,0.0
MA010120220802916445,명성양꼬치 신촌본점,10,10,0,100.0,0.0
MA010120220807069572,보스포차,10,10,0,100.0,0.0
MA010120220814282031,연어상회 신촌점,10,9,1,90.0,10.0
MA010120220805288541,낭만포차노가리,10,10,0,100.0,0.0
3308,모리츠플라츠,10,9,1,90.0,10.0
MA010120220812530321,안테이쿠,10,10,0,100.0,0.0
MA010120220812341635,신촌칼,10,10,0,100.0,0.0
MA010120220800589196,신촌돈부리모노,10,9,1,90.0,10.0
MA010120220813677380,고래파스타,10,10,0,100.0,0.0
MA010120220800087173,라이프커피컴퍼니,10,10,0,100.0,0.0
MA010120220810815413,코지라운지,10,10,0,100.0,0.0
MA010120220806481772,101번지남산돈까스 현대백화점 신촌점,10,10,0,100.0,0.0
MA010120220805261967,덮밥만드는남자 이대점,10,10,0,100.0,0.0
MA010120220800596158,전골떡볶이 덕미가 이대본점,10,10,0,100.0,0.0
MA010120220800574359,요이스시,10,10,0,100.0,0.0
MA0101202209A0092906,포히엔베트남쌀국수,10,7,3,70.0,30.0
MA010120220813855757,한강로칼국수 현대백화점 신촌점,10,10,0,100.0,0.0
MA010120220812867564,마이도야 현대백화점신촌점,9,9,0,100.0,0.0
MA010120220813055291,떡군이네떡볶이 홍대신촌점,9,9,0,100.0,0.0
MA010120220803986338,타코마씸 신촌점,9,9,0,100.0,0.0
MA010120220808211788,만추 현대백화점신촌점,9,7,2,77.8,22.2
MA010120220810129526,와인집,9,8,1,88.9,11.1
MA010120220814064076,돈카춘 이대점,9,9,0,100.0,0.0
MA010120220800609768,다미손칼국수,9,9,0,100.0,0.0
MA010120220803272381,화명당마라탕,9,9,0,100.0,0.0
MA010120220804680735,제임스시카고피자 신촌점,9,8,1,88.9,11.1
MA010120220803102114,이나닭강정 신촌점,9,8,1,88.9,11.1
MA010120220813682123,꼼보포차 신촌2호점,9,9,0,100.0,0.0
MA010120220814312456,홍곱창 신촌점,9,9,0,100.0,0.0
MA010120220803148062,빠빠빠치킨 연대본점,9,8,1,88.9,11.1
3310,댓커피,9,9,0,100.0,0.0
MA010120220812455800,로컬식당,9,9,0,100.0,0.0
MA010120220813164764,veganique,9,8,1,88.9,11.1
MA010120220810403979,타이스토리,9,7,2,77.8,22.2
MA010120220800587468,남도밥상,9,8,1,88.9,11.1
MA010120220807144703,까이식당,8,8,0,100.0,0.0
MA010120220800599675,후쿠스시,8,8,0,100.0,0.0
MA010120220812399073,홍미닭발 신촌점,8,8,0,100.0,0.0
MA010120220811924124,인도야시장 신촌점,8,8,0,100.0,0.0
MA010120220803733841,화가와요리사,8,8,0,100.0,0.0
MA010120220804946668,코다차야 신촌점,8,7,1,87.5,12.5
MA010120220800584405,구복,8,8,0,100.0,0.0
MA010120220806954101,폴어반,8,8,0,100.0,0.0
MA010120220804825756,엠아이스위트,8,8,0,100.0,0.0
MA010120220811737908,오렌지룸 신촌점,8,8,0,100.0,0.0
MA010120220804044998,김덕후의곱창조 신촌점,8,6,2,75.0,25.0
MA010120220813719284,짚신매운갈비찜 신촌점,8,8,0,100.0,0.0
3306,탕화쿵부,8,8,0,100.0,0.0
MA010120220804895059,히우카우,8,8,0,100.0,0.0
MA010120220802738962,김덕후의 차돌조,8,8,0,100.0,0.0
MA010120220813594090,낙원스낵 신촌점,8,8,0,100.0,0.0
MA0101202210A0040111,김밥천국 신촌점,8,7,1,87.5,12.5
MA010120220800639849,소우 오뎅,8,8,0,100.0,0.0
MA010120220800201981,초당쌈밥,8,6,2,75.0,25.0
MA010120220813564586,청년국수,8,8,0,100.0,0.0
MA010120220813227928,의원상 이대점,8,8,0,100.0,0.0
MA010120220800639774,원조감자탕,8,8,0,100.0,0.0
MA010120220813330889,카라멘야,8,6,2,75.0,25.0
MA010120220800600900,강릉아구찜,8,7,1,87.5,12.5
3339,와우끝집,8,8,0,100.0,0.0
MA010120220812744120,1987피자,8,8,0,100.0,0.0
MA010120220800639902,카페파파,8,8,0,100.0,0.0
MA010120220800573659,Messier,7,7,0,100.0,0.0
MA010120220810248759,삼미식당 신촌점,7,7,0,100.0,0.0
MA010120220811902552,공복식당,7,7,0,100.0,0.0
MA010120220811860023,가마마루이라멘,7,7,0,100.0,0.0
MA010120220810165660,육회본가 신촌점,7,7,0,100.0,0.0
MA010120220800639858,판자집,7,5,2,71.4,28.6
MA010120220813727652,고기랑,7,7,0,100.0,0.0
MA010120220806853760,오늘와인한잔 신촌역점,7,7,0,100.0,0.0
MA010120220807717289,매거진 스탠딩,7,7,0,100.0,0.0
MA010120220808127702,야채를담다,7,7,0,100.0,0.0
MA010120220803042906,카페코지 이화여대점,7,7,0,100.0,0.0
MA010120220813878091,대구삼겹살,7,7,0,100.0,0.0
3336,릴리우드,7,7,0,100.0,0.0
MA010120220806412035,이로운밥상,7,7,0,100.0,0.0
MA010120220805341587,버블티킹 신촌점,7,7,0,100.0,0.0
MA010120220800554691,참참참,7,7,0,100.0,0.0
MA010120220813874171,치즈를사랑한찜닭 신촌본점,7,7,0,100.0,0.0
MA010120220807134605,계백집 현대백화점 신촌점,7,4,3,57.1,42.9
MA010120220808587209,라멘81번옥 신촌점,7,7,0,100.0,0.0
MA010120220809229520,주객전도,7,7,0,100.0,0.0
MA010120220803220643,카츠미,7,4,3,57.1,42.9
MA010120220800608853,엄마손김밥,7,7,0,100.0,0.0
MA010120220809643608,장미맨숀 신촌점,7,7,0,100.0,0.0
MA010120220800599236,향꽃,7,7,0,100.0,0.0
MA010120220812834262,원앤온리커피,6,6,0,100.0,0.0
MA010120220803231740,세아마라탕,6,6,0,100.0,0.0
MA010120220804258451,대현매운족발 본점,6,6,0,100.0,0.0
MA010120220805953461,와플덴 이대정문점,6,5,1,83.3,16.7
MA010120220800602977,동네아저씨 신촌점,6,6,0,100.0,0.0
MA010120220802506825,산타비,6,6,0,100.0,0.0
MA010120220800633576,지오짱조개구이,6,6,0,100.0,0.0
MA010120220800633380,고바우,6,5,1,83.3,16.7
MA010120220804820997,예즈지,6,5,1,83.3,16.7
MA010120220800553550,파가니니,6,6,0,100.0,0.0
MA010120220800575509,불타는곱창 신촌점,6,6,0,100.0,0.0
MA010120220800589054,홍콩반점0410 신촌2호점,6,6,0,100.0,0.0
MA010120220809411112,태백산맥,6,6,0,100.0,0.0
MA010120220809580916,소도적,6,6,0,100.0,0.0
MA010120220812267789,오늘와인한잔 이대역점,6,6,0,100.0,0.0
MA010120220800565533,청담동포장마차,6,5,1,83.3,16.7
MA010120220814082452,제주도로담,6,6,0,100.0,0.0
MA010120220812350633,바코드,6,6,0,100.0,0.0
MA010120220800809701,돌아온의정부부대찌개,6,5,1,83.3,16.7
MA010120220800593154,파이홀,6,6,0,100.0,0.0
3304,히노키공방,6,6,0,100.0,0.0
MA010120220814372359,브라더한정식도시락 신촌점,6,6,0,100.0,0.0
MA010120220811940763,롤러프레시,6,6,0,100.0,0.0
MA010120220800568461,무교동낙지 신촌점,6,5,1,83.3,16.7
MA010120220800590005,존재의 이유,6,6,0,100.0,0.0
MA010120220812334008,효동각 본점,6,6,0,100.0,0.0
3301,정육면체,6,6,0,100.0,0.0
MA010120220804945975,피자나라치킨공주 신촌점,6,6,0,100.0,0.0
MA010120220814190968,커피콩즙,6,6,0,100.0,0.0
MA010120220800874715,백암순대국,6,6,0,100.0,0.0
MA010120220802688155,밥이꿀바비꿀,6,6,0,100.0,0.0
MA010120220809300214,키친봄날,6,6,0,100.0,0.0
