상가업소번호,가게명,리뷰 개수,긍정 리뷰 개수,부정 리뷰 개수,긍정 리뷰 비율,부정 리뷰 비율
MA010120220813665507,명인지가,2,2,0,100.0,0.0
MA010120220812392823,마칸틴,2,2,0,100.0,0.0
12002389,소온테이블,2,1,1,50.0,50.0
MA010120220809757907,유즈라멘안국점,2,2,0,100.0,0.0
MA010120220800035731,뉴현대호프,2,2,0,100.0,0.0
1116,합 원서점,2,1,1,50.0,50.0
MA010120220805964062,더그릭,2,2,0,100.0,0.0
MA010120220808520136,커피인뜨락,2,2,0,100.0,0.0
MA010120220800026481,동네커피,2,2,0,100.0,0.0
MA010120220800017102,블루몬테,2,2,0,100.0,0.0
MA010120220809869174,카페 꼬뮨,1,1,0,100.0,0.0
17090044,블루보틀 삼청 한옥,1,1,0,100.0,0.0
MA010120220800005888,천하보쌈,1,1,0,100.0,0.0
MA010120220811943406,아따블르,1,0,1,0.0,100.0
MA010120220810660550,베이킹 도우,1,1,0,100.0,0.0
MA010120220806865465,테라로사,1,1,0,100.0,0.0
MA010120220804612480,북촌손만두북촌점,1,1,0,100.0,0.0
MA010120220804344601,Gaga bar,1,1,0,100.0,0.0
MA010120220800029309,풍년쌀농산,1,1,0,100.0,0.0
MA010120220807415028,오니,1,1,0,100.0,0.0
MA010120220806389097,송재헌,1,1,0,100.0,0.0
MA010120220804515854,삼청동호떡,1,1,0,100.0,0.0
MA010120220800009183,나무요일,1,1,0,100.0,0.0
MA010120220805370711,현닭매운탕,1,1,0,100.0,0.0
MA010120220800023755,치킨하우스,1,1,0,100.0,0.0
MA010120220803565638,밀양손만두,1,1,0,100.0,0.0
MA010120220800000033,서울서둘째로잘하는집,1,1,0,100.0,0.0
MA010120220800071435,로씨니,1,1,0,100.0,0.0
MA010120220800069858,두가헌 레스토랑,1,1,0,100.0,0.0
MA010120220813047723,률,1,1,0,100.0,0.0
MA010120220814025679,북촌한옥집,1,1,0,100.0,0.0
MA0101202211A0019242,침스버거,1,1,0,100.0,0.0
MA010120220803106174,배스킨라빈스삼청마당점,1,1,0,100.0,0.0
