review,label
런치세트를 시킴 메뉴가 적은편도 아니고 맛도 있었음 식전에 스프가 나오는데 정말 옥수구 갈아넣은처럼 달달한 스프 그 뒤에 빵이 나옴 맛있었음 그리고 메인파스타 안에있던 새우는 정말 뽀득뽀득하고 맛있었는데 단 한가지 흠이 마늘후레이크가 직접 튀기셨는지 너무 쓴맛이 강했음 그 뒤에 후식 나오고 끝 전체적으로 대만족 양도 많아서 남김 다음에는 파스타 단품만 시킬예정이고 위에 올리는 마늘후레이크만 빼달라거 할 생각 파스타도 8천원이니 당연히 재방문의사 있음,1.0
친절하시고 파스타도 너무 맛잇어요!,1.0
친절하고 깔끔하고 분위기 좋고 양도 많고 젤 중요한 맛도 최고입니다!! 무조건 재방문이요,1.0
단체예약으로 바쁜데도불구하고 좋은서비스 감사합니다,1.0
사람이 조금 더 많다면 아수라장이 될 가능성이 높아보인다..,0.0
자주 오는 곳이에요. 마라탕 맛있게 잘 먹었습니다~,1.0
굳,1.0
친절하고 양도 많고 맛도 있네요. 인테리어는 조금 ?이지만 가성비를 따지면 그것도. 또 갈거냐고 물어본다면 네입니다.,1.0
물 않넣고 비빔 맛있네요수육도 굿,1.0
좋아요,1.0
냉동삽겹살 고기에서 냄새 심해요,0.0
가격도 저렴하고 맛있었습니다 후식도 주네요,1.0
가성비 좋고 맛있어요! 재방문의사 100% 입니당,1.0
양도많고맛있어요,1.0
와이파이가 잘 안터지네요 ,0.0
진짜 왜케 맛있어요.. 맛없는게없어 가까웠으면 맨날 갔을거에요 멀어서 한번가면 다쓸어옴,1.0
"진짜 맛있게, 배부르게 먹었어요.",1.0
가성비 최고! 항상 파스타 먹으면 양이 적었는데 배불리ㅠ그 가격에ㅠ파스타를 먹을 수 있다는게ㅠ 좋았습니다ㅎㅎ조용한 분위기는 아니었지만! 나름 괜찮았어요!,1.0
짱맛잇고 사장님이 진짜 친절해요,1.0
직원분들 친절하시고 매장도 넓고 깨끗해요!,1.0
나쁘지 않은 맑은 돼지국밥,1.0
맛있고 양 진짜 많아요! 김치랑 단무지는 셀프로 가져다 먹어야 해요. 코로나 때문에 테이블 띄어서 앉게 해주셨어요.,1.0
양도 많고 맛도 좋았습니다 다음에 또 갈게요!,1.0
또 갈거에요ㅎㅎ,1.0
체인점 중에는 라화쿵부가 젤 맛난거 같아용,1.0
맛도 깔끔하고 너무너무 맛있어여 홓,1.0
세트메뉴 가성비 좋고 넓어서 좋아요,1.0
맛있고 친절하고 좋아요.,1.0
맛있었어요!얼얼함이 좀 세여,1.0
별로예요,1.0
연말에 모처럼 회식했는데 믿고가는 두번째 방문 너무 잘먹었어요 사장님 정신없으실텐데 내년에도 오겠습니다,1.0
생긴지 꽤 오래된 곳인데 오픈부터 지금까지 맛에 변함이 없고 한결같음 이게 진짜 어려운일인데 그래서 더욱 이 가게가 대단한 이유라고 생각한다 요즘은 개성에 맞게 라멘이 변해서 이런 찐득한 국물에 돈코츠라멘이 맛있는 집이 많이 없는데(닭육수가 유행이기도 하고 돈코츠라멘 집들은 맛이 좀 있으면 사장들이 체인사업을 하면서 맛이 변하거나 가게에 없고 딴짓을 함) 여기는 한결같이 맛있다 뒤돌고 나면 생각나는 곳 심지어 가격도 착하다!,1.0
양도 많고 맛도 맛있고 아주 건강하고 맛있게 잘 먹고왔습니다! 리에또 짱,1.0
1인 가구의 소울푸드,1.0
무조건 별 다섯 개 새로 같이 일행도 너무 맛있다고 함,1.0
크림 케잌에서 발효된치즈맛이 나서 가져갔더니 사장님은 괜찮은거라고 막 우기심. 그러다 조리사님 나오셔서 조금 먹어보시더니 바로 깜짝놀라심. 상한거 맞다고~그러더만 사장님은 우리가 보관을 잘못한거 아니냐고 하심. 전날 사오자마자 바로 냉장고에 보관했슴. 교환해가라는걸 환불하고 나옴. 이 모든과정에 죄송하다는 사과 한마디 못받음. 하물며 우리는 다른손님 나갈때까지 기다렸다가 얘기도 시작함. 생일날 아침 너무너무 기분상함. 다만 살짝 걱정되는건 조리사님 사장님께 불이익 받는건 아니신지~,0.0
마라맛은 약하고 맵기만함. 짜사이는 짜고 맛없어요. 야채 너무 적고 두부만 많음.,1.0
전에 방문했을 때도 느꼈지만 정말 친절하시고 음식도 아주 맛있었습니다. 다음에 또 방문하겠습니다.,1.0
좋아요,1.0
맛있었습니다ㅠㅠ 서비스도 너무 좋으시고... 진짜 담에 또갈게요,1.0
맛나요~,1.0
매운돈까스 많이 매울줄알았는데 딱좋아요,1.0
코스로 먹었는데 양도 적당하고 잘 먹고 갔습니다. 단품 세트로 먹어도 나쁘지 않을듯,1.0
우마이. 먹다보면 쪼끔 질리는 맛이긴 함,1.0
맛도 서비스도 만족이용:)사당가면 또 재방문의사 200프로입니당ㅎㅎ,1.0
잘 먹었어요,1.0
포장해서 먹었어요 사장님 친절하시고 찌게도 괜춘함,1.0
분위기 좋고 친절했어요 예약했더니 창가자리로 주셨구요 런치 메뉴 말고 일반메뉴는 15% 할인이라고 하네요~,1.0
"맛4/친절3/가격4/양4/ *종합 4.0재방문의사 있음.자극적이지 않아 ""와 맛있다!!""는 아니지만여운이 있고 가볍지만 깊이가 있는 국밥.통후추의 향과 깔끔한 국물맛, 돼지냄새 없음.신선한데 낯설지 않은 국물과 고기를 얇게 한게 신의 한수 인듯깍두기와 완전 잘어울리는 맛임매운야채를 좋아하지 않지만고추지에 싸서 계속 먹음, 고추지가 맵콤하고 끝 여윤이 없어 좋음.",1.0
슴슴하고 너무 맛있어요,1.0
너무 맛있었어요! 점심A코스로 먹었는데 가격도 싸고 너무 만족스러웠습니다.,1.0
최악의 스시야.. 실력도없고 철학도없고 매너도없고..싼게비지떡,0.0
이번에도 대만족했어요,1.0
"가격넘나저렴하고 맛나요!!! 인테리어는 걍 별거없지만, 그만큼 맛에 충실~~~인원많능땐 세트메뉴 강추요 !!!",1.0
맛있어요,1.0
빵집에서 뭐 대단한 친절을 바라진 않지만 적어도 빵만큼의 온기는 느껴졌으면,0.0
바질마레 강추!!!,1.0
메론빵 맛있음근데 계산하고 뒤돌아서면 직원들이 손님에 대해 쑥덕거림ㅋㅋㅋ토요일 2시대에 아르바이트 하시는 여자 2분 뒤돌아도 목소리 다 들려요~,0.0
존맛탱구리입니당 맛잇어요 👍,1.0
맛있어요,1.0
붓카케 냉우동으로 주문했는데 제 입맛에는 너무 짰어요.. 오뎅튀김도 시켜봤는데 오징어튀김같은 맛? 한번 먹어볼만 한거같은데 튀김도 짰어요....,0.0
맛도 서비스도 넘 좋아여!! 또 갈래요!!!,1.0
칼국수 + 뼈해장국 고기걍 ㄱㅊ음,1.0
오랜만에 사당갈일이 있어서 갔는데 역시나 맛있었어요 ㅋㅋㅋㅋ 집만 가까우면 매주갈거같은데 아쉽 ㅋㅋㅋㅋ 직원들도 넘 친절하시고 음식맛도 너무좋고 양도짱많고 ㅋㅋㅋ 가성비 촤고 담에또올게 여 ㅋㅋㅋ ㅋㅋㅋㅋㅋㅋ,1.0
조금 시끄러울 순 있었다고 해도 재차 경고하듯 조용하라고 눈치를 준다면 있던 입맛도 싹 달아날 것 같습니다. 실망스러웠어요.,0.0
아이들이 잘먹어요! 주차가 안되요,1.0
너무 맛있어요 ㅠㅠ볶음밥도 고소하고 마라탕도 2단계 하니깐 딱 맞고 너무 좋네요 다음에 와서 또 먹고싶은 맛이에용 잘 먹고 갑니다 ㅎㅎㅎ,1.0
마늘 족발 JMT,1.0
맛있어요~,1.0
졸맛탱이야진짜욤맛나욤,1.0
"드디어 가본 옥동식, 흔하게 먹던 돼지국밥 스타일은 아니었다. 국물을 한번 떠보니 아주 깔끔한 국물만으로는 갈비탕 느낌도 났다. 돼지고기는 아주 부드러웠으며 고추지를 조금 찍어 먹어보니 간이 딱 맞았다. 잔술도 한잔 했는데 아주 기분 좋게 밥을 먹었다. 대기하는 사람이 많음에도 번잡하지 않은 분위기를 이끌어내었으며 먹는데 불편함이 전혀 없었다. 아주 기분좋게 먹었습니다.",1.0
생각보다 분위기도 너무 좋고 고기가 넘 맛있었어요~ 다음에는 가족들 데리고 오고싶네요 ㅎㅎ,1.0
저렴하고 양도 많고 좋아요~특히 식전빵이 맛있어요,1.0
여기 맛있어요 분위기도 최고구요 다음에는 토마토 말고 다른 소스 얹은거 먹어볼꺼에요!,1.0
"고기질과 육전은 좋다.다만 한우손님 돼지고기 손님을 차별한다(돼지손님은 주차불가.네이버예약시 약속한 간장게장.보리굴비를 돼지손님은 주지 않는다-예약정보에 돼지손님은 서비스 없다는걸 명시해서 낚이는 손님은 없어야 된다고 생각한다)
불판이 검댕이가 있어 교체를 했는데 똑같은 것이 또 나와 하는수 없이 내가 불판을 휴지로 닦고 고기를 구워 먹었다.
명성에 걸맞지 않은 점례네다.",0.0
왜 우리집 앞에 이 가게가 없을까 정말 화나는 정도네요! 진짜 맛있어요 매일 가고 싶을 정도예요 ㅎㅎ,1.0
첫 방문이었습니다. 마레 파스타 정말 맛있었습니다 :) 다음 번에는 크림 파스타나 리조또도 먹어보려구요 :) 네이버 예약 할인도 되서 정말 저렴하게 잘 먹었습니다! 다음에 또 방문할게요~,1.0
맛있게 잘 먹었습니다.,1.0
굳,1.0
바삭해요,1.0
콩국수 맛있어요,1.0
충격적으로 변했다 ㅠㅠ 옛날에 많이 갔는데.. 앞으로는 안 갈 듯..,0.0
사장님 너무 친절 하시고 ㅎㅎ,1.0
맘 편하게 공부 할 수 있어요,1.0
양도 엄청 적어지고 맛도 변한것같아요.. 실망 ㅠ 수북해보이는데 보이는 곳 밑에는 다 양파예요 ㅋㅋ,0.0
맛있어요!,1.0
전반적으로 맛있었고룸에서 조용하게 먹을 수 있어서 좋았어요(룸은 3층에 있고 미리 예약 필요),1.0
딸기케이크 존맛탱,1.0
남자친구가 엄청 맛집이라 그래서엄청 기대하고 왔는데 홀직원 완전 4가지없고 장사잘된다고 완전불친절해요맛도 그닥~,0.0
분위기가 조용하고 가성비도 괜찮아요,1.0
처음왔는데 분위기도 커피맛있구 좋고 친절하네요,1.0
진짜 ~ 맛있었어욤❤,1.0
"평점이 좋아 방문했는데 정말 가성비는 최고네요. 테이블도 크고 저령한 가격에 음식양도 많아요. 다만 그릇도 일부는 플라스틱, 스텐이고 창밖풍경이나 실내 인테리어는 영~ 별로입니다 아무래도 실용적인걸 추구하고 가격 저렴한걸 찾으시는 분들에게는 최고의 파스타집입니다.",1.0
만족합니다. 특히 따뜻한 식전빵의 맛있는 첫인상이 좋았습니다,1.0
그럭저럭 이용 할 만 합니다 ~~~,1.0
화장실 더러움 ㅠ,0.0
빵도 맛있고 분위기도 좋아요 자주가는 곳 입니다,1.0
도대체 여기가 맛집인 이유를 모르겠어요 직원들 불친절 밑반잔은 어묵이랑 김이 전부 김치 찌개 하나때문에 가나본데 서울서 장사하기는 참 쉬운듯해요,1.0
조용하고 아주 맛남,1.0
마라탕 맛집 !,1.0
맛있어요!!,1.0
와.. 정말 음식이며 서비스며 모든게 성의가 없네요. 김치찌게는 맹탕이고 불고기의 상태나 맛이나 이퀄리티에 이정도 가격을 받는지... 찌게 다 먹어 갈때쯤 불고기를 주질않나.. 계란말이도 맛없기가 힘든데 맛이나 비쥬얼이 정말 성의가 없네요. 두번다시 가지 않을듯. (사진은 처음나왔을때 찍은게 아니고 먹다가 어이가 없어서 찍었음),1.0
자주 오는 마라탕 집입니다. 깔끔하고 한국사람한테도 잘 맞춰져 있네요. 마라맛이 강하지 않아 마라 잘 못드시는분들도 부담이 적으실 듯 합니다,1.0
맛은 있는데 직원들 서비스가 별로네요,0.0
맛잇어요 2층도잇고,1.0
서비스 음식 식전빵 다 만족합니다! 두번갔는데 다 만족! 다만 요번엔 물컵에서 비린내가 좀 나더라구요ㅠㅠ 그래도 담에 또 갈게요^^,1.0
마싯숴,1.0
서울최고의부대찌게,1.0
사당에서 꽤 괜찮은 분위기의 식당이었습니다. 역과 가깝고 맛도 괜찮습니다.,1.0
마라탕 가게 중에 제일 맛있어요!! 강력 추천👍👍,1.0
