상가업소번호,가게명,리뷰,evaluation
MA010120220805435729,몽중헌 안국점,비싸지만...분위기도 좋고 맛있습니다 ㅠㅠ 연태고량쥬랑 분위기 그리고 맛에 취해 귀가했습니다! 특별한날 그리고 여러명이서 가서 더 다양하게 먹어보고 싶네요!,(긍정 확률 : 0.99) 긍정
MA010120220805435729,몽중헌 안국점,딤섬 맛집 💙,(긍정 확률 : 0.94) 긍정
MA010120220805435729,몽중헌 안국점,굿^^,(긍정 확률 : 0.98) 긍정
MA010120220805435729,몽중헌 안국점,짬뽕 하나 두개로 나눠주는것도 좋고 상하이소롱포 먹으면 무조건 하나 더 추가해서 시켜먹게 돼요..;; 😩 존맛탱 새우딤섬도 처음먹어봤는데 오동통통해서 맛있어요! 딤섬 먹고싶으면 무조건 여기 와요 비싸긴 해도 여기가 젤 맛있어요 🙂,(긍정 확률 : 0.99) 긍정
MA010120220805435729,몽중헌 안국점,"짬뽕밥 사진은 저번에 찍은거 같은데..  이번에 올리네요..^^   가격이 좀 있길래 뭐가 특별한 건가 싶었는데, 기대에 부응하는 재료와 맛이었습니다. 👍  중식 냉면도 맛있고.. 새우 그 딤섬도 맛있어요..ㅋ 갸네들 사진은 다음에..",(긍정 확률 : 0.99) 긍정
MA010120220805435729,몽중헌 안국점,특별한 날 가기 좋은 프라이빗한 곳이라 좋아요. 딤섬이 특히 맛있어요. 양은 적은 편이에요,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,특별한 음식을 먹을 수 있어서 좋았어요 :),(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,런치코스 뷰좋고 조용한곳에서 맛잇게 먹고왔습니다,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,특별한날 특별한음식을 먹으니까 좋았어요,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,기념일에 가기 좋은 곳~^^ 정성이 느껴지는 정갈한 음식들.. 정말 맛있었어요~,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,맛있고 분위기 좋아요,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,뷰가 너무 좋았어요 엄마 생신선물로 방문했는데 맛도맛이지만 분위기와 레터링 너무 좋았습니당:),(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,굿,(긍정 확률 : 0.94) 긍정
MA010120220805494648,mishmash,날씨가 너무 좋은 날에 방문해서인지 음식도 분위기도 서비스도 💯만점이었습니다.^^ 슈에 바질페스토 들어있던 아뮤즈부쉬랑 토마토가 들어있는 아페리티프도 상큼하니 좋았어요~ 고기가 들어있는 맛이라고해도 손색없는 비건만두랑 육전도 최고^^,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,너무 이쁘고 맛있었어요,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,너무 예쁘고 맛있는 음식으로 눈호강 입호강했네요~ 자세한 설명과 친절한 서브 너무 좋았어요~ 다만 식당의 품격에 비해 화장실이 너무 별로네요...일단 남녀 공용인데다가 관리가 잘 되고 있단 느낌이 없었네요,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,굿,(긍정 확률 : 0.94) 긍정
MA010120220805518407,아트마,요즘같은 날씨에 밖에서 맥주마시기 좋습니다! 사장님도 친절하시고 분위기도 잔잔해서 오래 이야기하기 좋았어요☺️,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,인테리어도 이쁘고 여기 사진 맛집이에요 ㅎㅎ 전시회가 열리는 기간엔 전시회도 관람가능하니  기간 참고하시길 바랍니당 ㅎㅎㅎ❤️💚🧡💛분위기 굿굿,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,피나콜라다 목테일 맛나게 잘먹었어용 디저트가다양하진 않아서 조금 아쉬웠지만 조용히 대화하고 시간잘보내고 갔어용,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,매장도 깔끔하고 디저트도 맛있어요ㅎㅎ 특히 소금빵이 엄청 짜지않고 버터와의 단백함이 같이 있어 맛있더라고요! 논알콜 칵테일도 있어서 간단하게 한잔하기에도 좋아요!,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,"골목 들어가자 마자 있는 ARTMA  옐로우 컬러로 흐린날이였지만 시선강탈 분위기 좋고 노래도 좋고 일반 카페랑 다르게 저녁에는 분위기 좋은 칵테일바로 변신 한다고 합니다.  낮에 가서 논 알콜칵테일로 분위기 내 보았네요 ㅎㅎ 근처에 청와대, 경복궁, 쌈지길, 북촌한옥마을 등등이 있어서 구경하고 가기 좋은 위치 였습니다!!!",(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,예쁜 서촌에 방문했어요. 전시도 보고 깔끔하고 인테리어 너무 멋진 곳을 발견하여 기분이 좋더라구요 ! 저번 겨울에도 왔었는데 여름도 좋네요 :) 인테리어 진짜 취저인데 음료 잔과 색도 취저에요 -! 예쁘고 맛있고 다한 곳 ! 강추드립니다 !,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,분위기가 정말 좋아요 인테리어와 음악이 기가막힙니다,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,긋,(긍정 확률 : 0.81) 긍정
MA010120220805529268,비어셰프냐항,좋아요.ㅎ,(긍정 확률 : 0.97) 긍정
MA010120220805529268,비어셰프냐항,맛있음,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,반미 샌드위치 good ~,(긍정 확률 : 0.97) 긍정
MA010120220805529268,비어셰프냐항,파리가 굉장히 많이 날라다니고 청결 상태가 지저분합니다 볶음밥은 맛이 없고 쌀국수는 그저 그렇습니다 비추입니다,(부정 확률 : 0.97) 부정
MA010120220805529268,비어셰프냐항,여기 맛있음,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,굳,(긍정 확률 : 0.87) 긍정
MA010120220805529268,비어셰프냐항,색다른 맛의 베트남 음식이었어요bbb 아직도 생각나요ㅠㅠ,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,쌀국수 육수가 정말 진하고 향이 좋아서 남은 국물 원샷했어요. 반미 샌드위치도 바삭하고 재료가 신선해서 맛있었어요.,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220805529268,비어셰프냐항,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220805529268,비어셰프냐항,반미샌드위치 맛있어요.,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,조아요,(긍정 확률 : 0.90) 긍정
MA010120220805529268,비어셰프냐항,.,(긍정 확률 : 0.84) 긍정
MA010120220805529268,비어셰프냐항,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,반쎄오가 맛있어요:),(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220805529268,비어셰프냐항,사랑하는 식당. 다른 데서 먹을 수 없는 맛의 반세오와 주류 라인을 갖고 있는 멋진 골목 식당,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,굿,(긍정 확률 : 0.94) 긍정
MA010120220805529268,비어셰프냐항,굿,(긍정 확률 : 0.94) 긍정
MA010120220805529268,비어셰프냐항,친절합니다,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,친절합니다,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,조아요,(긍정 확률 : 0.90) 긍정
MA010120220805529268,비어셰프냐항,현지에서 먹는 그맛이예요! 플레이팅도 예쁘고 맛도 대박입니다.,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,매장은 좁은 편. 쌀국수에 들어있는 고기에서 불향이 나서 좋았어요.,(긍정 확률 : 0.95) 긍정
MA010120220805529268,비어셰프냐항,베트남 음식 즐기기,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,양도 많고 음식도 맛있어요 ^^,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,굿,(긍정 확률 : 0.94) 긍정
MA010120220805529268,비어셰프냐항,쌀국수. 국물진하고 맛있어요 :-),(긍정 확률 : 0.91) 긍정
MA010120220805529268,비어셰프냐항,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220805529268,비어셰프냐항,굿,(긍정 확률 : 0.94) 긍정
MA010120220805529268,비어셰프냐항,모든음식이 간이 쎄지 않고 맛있어요. 비빔쌀국수 추천이요,(긍정 확률 : 0.95) 긍정
MA010120220805529268,비어셰프냐항,쌀국수 국물이 곰탕같아서 맛잇엇어요,(긍정 확률 : 0.93) 긍정
MA010120220805529268,비어셰프냐항,반쎄오 비빔쌀국수 맛있어요 직원분들도 친절합니다~~,(긍정 확률 : 0.96) 긍정
MA010120220805529268,비어셰프냐항,"안국동에 갔다가 태국 음식이 먹고 싶어 검색하여 방문, 또다른 맛이었고, 모두가 부담없이 즐길수 있는 맛으로 정성껏 만드셨네요~ 강추입니다^^",(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,베트남음식,(긍정 확률 : 0.90) 긍정
MA010120220805858556,무에,테라스까지 예쁜 깔끔한 카페 좌석이 많지는 않아요!,(긍정 확률 : 0.99) 긍정
MA010120220805858556,무에,커피맛이 좋아서 자주 가는 곳,(긍정 확률 : 0.97) 긍정
MA010120220805858556,무에,그라니타 맛있어요 :)   https://m.blog.naver.com/imhee227/222870437932,(긍정 확률 : 0.99) 긍정
MA010120220805858556,무에,케익 너무 맛잇어요. 특히 단호박 치즈케이크.. 재방문하고싶어요,(긍정 확률 : 0.98) 긍정
MA010120220805858556,무에,커피 맛있어요~,(긍정 확률 : 0.98) 긍정
MA010120220805858556,무에,푸릇푸릇한 뷰가 멋진 드립커피 맛집! 레몬샤베트가 들어간 음료도 맛있고  오픈 지나고 금방 만석이 되는 걸 보면 핫한 카페인 것 같았어요😁,(긍정 확률 : 0.99) 긍정
MA010120220806024744,라 끌레,사장님 불친절해요,(부정 확률 : 0.96) 부정
MA010120220806024744,라 끌레,연인들끼리 데이트 하기 좋은 곳,(긍정 확률 : 0.98) 긍정
MA010120220806024744,라 끌레,"*메뉴: 기네스캔, 진토닉, 나초 *느낌: 평일 9:00-9:45 타임에 갔습니다. 평일이라 그런지 5팀 정도있고 한산했어요. 재즈바 첨인데, 조촐하고 좋았어요. 음식은 간단한 안주 정도만 판매합니다. 어두컴컴해서 분위기 몽환적이었습니다. 공연비는 3000원씩이고 현금 및 이체입니다.",(긍정 확률 : 0.99) 긍정
MA010120220806024744,라 끌레,주말은 어떨지 모르겠지만 평일은 혼술하기도 좋아요!👍🏻분위기 굿굿,(긍정 확률 : 0.99) 긍정
MA010120220806024744,라 끌레,굿,(긍정 확률 : 0.94) 긍정
MA010120220806024744,라 끌레,빈티지한 분위기 좋아요,(긍정 확률 : 0.99) 긍정
MA010120220806024744,라 끌레,분위기 좋고 공연 좋아요,(긍정 확률 : 0.99) 긍정
MA010120220806024744,라 끌레,가볍게 공연 보러가는 거면 추천,(긍정 확률 : 0.99) 긍정
MA010120220806024744,라 끌레,나름 굿,(긍정 확률 : 0.94) 긍정
MA010120220806024744,라 끌레,빈티지해서 좋았어요 ㅎㅎ,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,전체적으로 채광이 좋은게 제일 좋고 뷰도 좋고 커피도 맛있어서 부족함이 없는 공간입니다 !,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,커피 맛있음,(긍정 확률 : 0.98) 긍정
MA010120220806167899,네마커피 삼청점,굿,(긍정 확률 : 0.94) 긍정
MA010120220806167899,네마커피 삼청점,창가자리 앉으니 좋았어요 커피 맛있었습니다!,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,"모든게 완벽했던 삼청동 네마. 금요일 저녁 클로징이 임박한 시간에 도착했더니 손님이 저 혼자였어요ㅋ 긴 시간은 아니었지만 기대했던 이 공간을 혼자 온전히 느낄 수 있었습니다.  뭘 마실까 살짝 고민했는데, 공간의 분위기가 따뜻한 핸드드립을 마셔야 할 것 같았어요ㅋ 직접 구우신 사과파이도 함께 주문! 평소 산미 있는 커피를 좋아하지 않는데, 오늘에서야 산미 있는 커피도 이렇게 맛있을 수 있구나 하고 느꼈어요ㅋ 한모금 한모금 아껴 마시게 되더라고요.  사과파이도 겉바속촉에 짱맛이었어요. 커피와도 잘 어울렸고, 안먹었으면 아쉬울 뻔 했어요.  창밖으로 보이는 한옥 지붕과 어둑함이 깔린 삼청동 풍경은 그 자체로 좋았고, 여자 스태프분도 기억에 남을 정도로 친절하셨어요. 조만간에 꼭 다시 올게요!",(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,커피도 맛있고 플랫화이트 산미있는 원두로 드셔보세요 ! 디저트.. 애플파이 베리파이 다 미쳐씀,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,커피가 너무 맛있어요..!,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,그냥 괜찮아요,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,플랫화이트 넘나 맛있는것..!👍🏻,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,친절하시고 애플파이 너무 맛있어요👍🏻,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,캔디 에이드 콜라맛이 난다고 해서 주문해봤는데 진짜 그런 느낌이라 신기했어요! 레시피 알면 만들어먹고 싶은 정도ㅜ 베리 파이 짱 맛있고 아이스크림도 직접 만드신다는데 디저트가 맛있어서 좋았어요!,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,친절하시고 원두가 진짜 맛있음,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,삼청동에 있는 커피숍인데 정보(?)도 없이 걷다가 발견하고 들어갔어요~! 매장안이 막 넓지 않은데도 손님이 꽤 많더라고요~!사실 너무 작아서 옆테이블과 바(?)로 된 자린 옆자리로 대화내용도 다 들릴 정도에요~ 근데 의외로 작았기에 사장님이 다른 메뉴를 만들고 계시는 냄새며 과정이며 어쩌다보니 다 같이 공유(?)하게 되어 파이를 직접 만든단것도 알게 되었네요~!ㅎ 또 새로 우리고 계신던 레몬? 뭐시기?!였는데...ㅠ 향이 너무 좋아서 생각지도 못 하게 좋은 경험했습니당~ㅎ,(부정 확률 : 0.63) 부정
MA010120220806167899,네마커피 삼청점,이곳은 두번째 방문이에요. 지난번 커피는 맛있었고 디저트도 맛있어요. 음료는 상큼했습니다. 카페는 깔끔하고 이뻐요.,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,모두 맛있음!,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,뷰가 젛으요,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,커피 블렌딩 설명도 잘해주시고 엄청 맛있었어요!! 더운날 기력충전 잘했습니다!! 바리스타 여자분 친절하세요☺! 애플파이는 바삭하게 먹었는데 다음엔 아이스크림 올려먹어도 맛있겠어요💖,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,ㄱ,(긍정 확률 : 0.96) 긍정
MA010120220806167899,네마커피 삼청점,"삼청동 안쪽에 있음. 조용하고, 커피맛 적당히 맛있고, 직원분도 친절하시고 , 분위기도 좋아요",(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,조용하고 좋았어요. 특히 파이가 맛있었습니다,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220806167899,네마커피 삼청점,맛있어요~~~🤍 분위기가 넘 좋아요! :),(긍정 확률 : 0.99) 긍정
MA010120220806389097,송재헌,🖤굿!🖤,(긍정 확률 : 0.95) 긍정
MA010120220806389097,송재헌,다음에도 꼭 갈거에요!  사장님의 친절도는 극상 인테리어는 극락!,(긍정 확률 : 0.98) 긍정
MA010120220806491125,소선재,의외의 맛집이었어요. 반찬도 깔끔하고 두루 다 맛있어요,(긍정 확률 : 0.99) 긍정
MA010120220806491125,소선재,어머니 모시고 예약하고 갔는데 맛있게 잘 먹었어요! 보리굴비 비리지않고 간장게장은 통통하고 안짜요. 반찬도 맛있어요! 아쉬운 점은 밥양이 좀 적은거 같아요. 한공기 더 추가했어요,(긍정 확률 : 0.99) 긍정
MA010120220806491125,소선재,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220806491125,소선재,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220806491125,소선재,음식 맛나요. 사장님은 빠르고 직원분들은 느린 ㅎㅎ,(긍정 확률 : 0.98) 긍정
MA010120220806491125,소선재,한옥을 리모델링한 고즈넉한 정식집임다,(긍정 확률 : 0.99) 긍정
MA010120220806491125,소선재,Best,(긍정 확률 : 0.97) 긍정
MA010120220806491125,소선재,맛있었어요👍,(긍정 확률 : 0.99) 긍정
MA010120220806491125,소선재,굿굿,(긍정 확률 : 0.94) 긍정
MA010120220806491125,소선재,떡갈비 추가하니 정식값보다 비싸서 놀랐어요,(긍정 확률 : 0.97) 긍정
MA010120220806491125,소선재,ㅎ,(긍정 확률 : 0.98) 긍정
MA010120220806491125,소선재,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220806491125,소선재,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220806491125,소선재,"할아버지를 모시고 떡갈비,보쌈,보리굴비 이렇게 3개를 먹었는데 보리굴비가 아닌 다른 생선이 나와서 당황을 했습니다. 서울사람은 굴비인지 조기인지 잘 모른다고 그러던데 딱 그런 상황인것 같았습니다. 다음번에는 진짜 보리굴비를 주셨으면 해요  할아버지 모시고와서 살짝 민망했습니다.",(부정 확률 : 0.71) 부정
MA010120220806491125,소선재,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220806491125,소선재,.,(긍정 확률 : 0.84) 긍정
MA010120220806491125,소선재,깔끔해요,(긍정 확률 : 0.99) 긍정
MA010120220806491125,소선재,"최악의 서비스... 이런데는 절대가면 안되요. 어른 5명, 초등 5학년 2명, 3학년 1명, 유치원 1명 미리 8인분 예약하고 갔는데..  예약은 안해도 될 정도로 사람도 없다.  얘들이 있어서 떡갈비 먹을려고 갔는데 오후 3시에 재료 소진이라고 첫마디가 안된다고 한더라. 그렇다면 죄송하다고 하던지.. 당당한 자세가 뭐지??  예약한것도 있고 부모님도 계시고 꾹 참고 다른 메뉴를 주문했다.  참고로  떡갈비정식 18,000원 보리굴비정식 26,000 원 육전 20,000원 낚지볶음 19,000원  보리굴비정식 2인, 육전 3인, 낚지볶음 3인분을 주문했는데 안된단다 ㅠㅠ  무조건 정식을 시켜야한다고 한다. 아니 정식보다 비싼 메뉴인데?? 그리고 인심쓰듯이 원래 9인 시켜야하는데 8인도 인정해준단다. 헉스!",(부정 확률 : 0.96) 부정
MA010120220806491125,소선재,청와대 구경하고 맛있게 먹고갑니다. 정갈하고 간이 세지 않은 반찬들이 좋았고 떡갈비가 맛있었어요.,(긍정 확률 : 0.99) 긍정
MA010120220806491125,소선재,보리굴비 굿,(긍정 확률 : 0.93) 긍정
MA010120220806491125,소선재,보통이었어요,(긍정 확률 : 0.96) 긍정
