상가업소번호,가게명,리뷰,evaluation
MA010120220805435729,몽중헌 안국점,잘 먹었어요!,(긍정 확률 : 0.99) 긍정
MA010120220805435729,몽중헌 안국점,맛나요,(긍정 확률 : 0.94) 긍정
MA010120220805435729,몽중헌 안국점,굿,(긍정 확률 : 0.94) 긍정
MA010120220805435729,몽중헌 안국점,좋으네요,(긍정 확률 : 0.98) 긍정
MA010120220805435729,몽중헌 안국점,"바쁜 건 알겠는데, 첫 음식이 56분만에 나올동안 별다른 양해 멘트도 없고, 반찬 리필도 말하고 15분 뒤에야 나오고. 기분 좋게 예약했는데 현타오네요.  예약을 무리하게 받으시는 것 같아요 소화도 안되면서. 서비스 교육이 매우 필요한 것 같아요. 실망입니다.",(부정 확률 : 0.75) 부정
MA010120220805435729,몽중헌 안국점,어버이날 주말에 갔는데 음식이 생각보다 맛있었어요. 룸으로 예약해서 런치세트로 주문했는데 양이 적당하고 간이 안쎄서 좋았어요. 딤섬을 좋아하는 편이 아닌데도 여기 딤섬은 괜찮았어요. 단지 룸이 좀 비좁고 홀 자리도 넓지 않아 좀 답답해요.,(긍정 확률 : 0.99) 긍정
MA010120220805435729,몽중헌 안국점,음식도 맛있고 손님으로 정중한 서비스 받는 느낌,(긍정 확률 : 0.99) 긍정
MA010120220805435729,몽중헌 안국점,좋아여,(긍정 확률 : 0.96) 긍정
MA010120220805435729,몽중헌 안국점,좋아오,(긍정 확률 : 0.96) 긍정
MA010120220805435729,몽중헌 안국점,굿,(긍정 확률 : 0.94) 긍정
MA010120220805435729,몽중헌 안국점,굿굿,(긍정 확률 : 0.94) 긍정
MA010120220805435729,몽중헌 안국점,주방 마감이 2시면 1시반 런치 타임에 코스를 받으면 안되는거 아닌가요? 20분만에 코스가 다 나와서 먹다가 놀랐네요.,(긍정 확률 : 0.91) 긍정
MA010120220805435729,몽중헌 안국점,"⭐️⭐️⭐️⭐️⭐️  음식 맛있고 직원 친절하고 주차 편해요 *^^* __________________ [참고] 본인의 리뷰기준 :  1. 맛, 친절, 청결 세가지 중 한 가지라도 부족하다 느끼면, 맛없네 불친절하네 드럽네 등의 평가없이 그냥 리뷰 안 올림. (왜냐하면 그날 그순간 잠깐 그랬을 수도 있으니까) 2. 맛집찾아 먹으러 다니는걸 좋아하는 아재로서 너무 달거나 짜거나 맵거나 싱겁거나 조미료 범벅이거나 건강만 추구하는 맛은 그닥 안 좋아하는 입맛을 기준으로 리뷰했음",(긍정 확률 : 0.99) 긍정
MA010120220805435729,몽중헌 안국점,딤섬 쫀득하니 맛있네요,(긍정 확률 : 0.99) 긍정
MA010120220805435729,몽중헌 안국점,굿,(긍정 확률 : 0.94) 긍정
MA010120220805435729,몽중헌 안국점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805435729,몽중헌 안국점,딤섬이 정말 맛있어요.,(긍정 확률 : 0.99) 긍정
MA010120220805435729,몽중헌 안국점,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220805435729,몽중헌 안국점,굿~,(긍정 확률 : 0.95) 긍정
MA010120220805435729,몽중헌 안국점,굳,(긍정 확률 : 0.87) 긍정
MA010120220805435729,몽중헌 안국점,굳,(긍정 확률 : 0.87) 긍정
MA010120220805435729,몽중헌 안국점,믿고 가는 몽중헌~~ 아쉬운 점은.. 코스요리시 식사류 선택이 단조로워 코스보다 단품으로 먹게되네요~~ 볶음밥 추가 원해요~~,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,위생에 좀더 신경써 주세요,(긍정 확률 : 0.59) 긍정
MA010120220805494648,mishmash,맛나고 뷰도 정말 좋았어요!,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,분위기 굿,(긍정 확률 : 0.97) 긍정
MA010120220805494648,mishmash,👍👍,(긍정 확률 : 0.84) 긍정
MA010120220805494648,mishmash,"완전 맛있어요!💓 새로우면서 익숙한 그런데 다 맛있는 코스구성이라 좋았습니다,엄마랑 와도 좋을듯!",(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,뷰가 너무 이뻤습니다 :) 가마솥밥이 나오는 메인에 간이 약한 된장류나 몇가지 찬이 더해진다면 더 좋았을 것 같아요. 잘먹었습니다 ^^,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,맛있고 바로 옆에 창덕궁이 있어서 분위기도 좋아요 근처에 예쁜 카페도 많아서 함 가보세요,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,기분좋은 식사였습니다,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,대접받는 기분이었어요 친절하고 감사합니다,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,가격에 비해 많이 아쉽습니다.,(부정 확률 : 0.67) 부정
MA010120220805494648,mishmash,음식이 너무 맛있어요!! 모든 음식이 맛있고 예약하기 너무 힘들었어서ㅠㅠ 엄마아빠 결혼기념일이라서 모시고 갔는데 너무 좋아하셨어요!! 레터링 디저트까지 해주시고 꼭 추천드려요!! 분위기도 너무 좋고 궁이 보이는 자리라 정말 행복했어요~~ 진짜 최고최고!!,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,양이 적다고 해서 걱정했는데 먹다보니 양도 충분하고 너무 맛있네요❤️생일이라고 하니까 예쁜 레터링까지!!!감사합니다❤️,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220805494648,mishmash,한옥의 멋과 한식의 정갈함이 잘 우러나는 곳입니다. 간간이 창덕궁을 바라보며 식사를 즐길 수 있어서 좋았습니다. 가족과 함께 시간을 보내고 싶어지는 공간이네요.,(긍정 확률 : 0.99) 긍정
MA010120220805494648,mishmash,셰프님도 너무 친절하시고 분위기도 좋았어요~ 디저트도 맛있었어요!,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,"데낄라썬라이즈와 블루하와이, 애플파이와 쿠키 먹었어요! 달달하면서 도수가 높았던 데낄라썬라이즈 기분좋게 술마고싶다할때 너무 좋을 것 같아요! 블루하와이도 화이트럼이 잘 느껴져서 좋았구요~ 쿠키랑 칵테일은 처음 먹어보는데 조화가 좋더라구요!ㅎㅎ꾸떡하면서 달달한 쿠키와 사과조림 듬뿍들어간 애플파이 맛있었어요:)",(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,안국 갈 때마다 들리는 곳,(긍정 확률 : 0.98) 긍정
MA010120220805518407,아트마,안국역에 분위기 좋은곳이 있는지 몰랐네요! 분위기도 좋고 메뉴도 다양해서 좋아요👍,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,낮에는 카페 ~ 밤에는 바 !!! 저랑 친구는 낮에 방문했는데 조용한 분위기라서 너무너무 좋았어요 !!! 원래 가보고싶던 곳이 너무 멀고 덥기도 해서 그냥 무작정 가보자하고 방문한 거 였는데 만족스러웠습니다 ㅎㅎㅎ 크로와상 파삭하고 고소하고 맛있어요 !!! 초코케이크는 보통이였습니다 ~ 커피 맛있어요 !!! 🤭 밤에는 또 어떨지 너무너무 궁금하네요 ㅎㅎㅎㅎ,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,외관도 내부도 다 예쁜 곳 시원하게 커피 잘 마시고 갑니다~!,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,좌석이 많지않아 즐기기에 더 좋아요.  깔끔한 인테리어에 포토스팟이 있어 좋네요.  술메뉴도 있던데 가볍게 마시기 좋겠어요.,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,잘 마셨습니다😋,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220805518407,아트마,칵테일 정말 맛있어요 🍹,(긍정 확률 : 0.98) 긍정
MA010120220805518407,아트마,낮에는 음료를 마실 수 있고 밤에는 분위기 있고 술한잔 할수 있는곳!! 전시도 볼 수 있다고 하니 안국역 핫플레이스 될것 같아요!,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,맛있습니다.,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,"분위기 너무좋고, 칵테일도 너무 맛있었어요 낮에는 커피 저녁엔 간단한 술 마시러 자주오는데 너무 좋아요❤️",(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,매장도 좋고 음료도 맛잇어요!,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,조아요,(긍정 확률 : 0.90) 긍정
MA010120220805518407,아트마,분위기가 정말 특별한 곳.  커피와 칵테일도 맛있지만 아트 공간이라서 더 좋았던 곳이에요,(긍정 확률 : 0.99) 긍정
MA010120220805518407,아트마,아트마 치즈케이크가 맛있었습니다.,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,점심에는 메뉴가 몇개 안되서 국수만 먹어봄 고기 불향이 쎔,(긍정 확률 : 0.62) 긍정
MA010120220805529268,비어셰프냐항,너무 맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,가볍게 먹기 좋습니다,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,.,(긍정 확률 : 0.84) 긍정
MA010120220805529268,비어셰프냐항,"한창인 점심시간에 가서 웨이팅이 좀 있었습니다 웨이팅 장소가 따로 없어서 아쉬웠어요 옆에 가게 앞에 서있으면 사장님들께서 비켜달라 하시고 바로 앞은 차도라서 서있을 곳이 애매했어요! 그래도 기다려서 먹은 보람있게 맛은 최고였습니다 다만! 아쉬운 점은! 직원 분들이 너무 정신없게 일하고 계시는게 손님인 제게도 느껴질 정도였어요 테이블마다 메뉴가 잘못나가거나 안나가는 것도 있고... 심지어 저는 레드락 점심맥주 시켰는데 양해나 질문 없이 가져오셔서는 다 떨어졌다며 레드락보다 비싼거라고 에일맥주 주시고... 음... 저는 에일이었으면 안 먹었을거예요 ^^ 근데 그냥 바빠보이셔서 먹었습니다 저 말고 친구가 무튼 재방문 할 의사가 있을 정도로 맛나지만, 직원 확충이 필요해보입니다",(부정 확률 : 0.87) 부정
MA010120220805529268,비어셰프냐항,잘먹었습니다,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,쌀국수.비빔쌀국수.반쎄오 전부 굿굿!다음엔 반미먹을겁니다!😍😍😍,(긍정 확률 : 0.97) 긍정
MA010120220805529268,비어셰프냐항,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220805529268,비어셰프냐항,북촌에 갔다가 들렀던곳 간단하게 식사하기 좋은곳인듯 합니다,(긍정 확률 : 0.97) 긍정
MA010120220805529268,비어셰프냐항,존맛탱!!,(긍정 확률 : 0.96) 긍정
MA010120220805529268,비어셰프냐항,굿,(긍정 확률 : 0.94) 긍정
MA010120220805529268,비어셰프냐항,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,너무 맛있네요,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,웨이팅 1시간....🥹 근데 너무 맛있어서 웨이팅 또 길어도 가고 싶은 곳!!!🫰 메뉴 다 맛있었지만 특히 비빔쌀국수 너무 맛있어서 또 가면 이 메뉴는 또 시킬 것 같음👍 실외 햇님이 그대로 들이대는 곳에 막을 쳐주면 정말 좋을 것 같습니다!!! 이제 날도 더워지는데 너무 바로 내리쬡니다😅 런치 생맥주도 굿굿👍👍😍,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,너무 맛있게 잘 먹었어요. 직원분께서 개인 핸드폰 충전선도 빌려주셔서 넘넘 감사했어요,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,ㄱㅅ,(긍정 확률 : 0.91) 긍정
MA010120220805529268,비어셰프냐항,맛은있는데 .... 친절하진 않아요 바빠서그런가,(긍정 확률 : 0.82) 긍정
MA010120220805529268,비어셰프냐항,굿,(긍정 확률 : 0.94) 긍정
MA010120220805529268,비어셰프냐항,숯불향이 나는 고기가 토핑되어 색다른 맛이 나서 자꾸 찾게되네요~ 지금까지 먹어본 쌀국수 중 넘버원!,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,점심마다 왜 그렇게 줄을 서나 궁금했는데 먹어보니 알겠다.,(긍정 확률 : 0.63) 긍정
MA010120220805529268,비어셰프냐항,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220805529268,비어셰프냐항,ㄱㅅ,(긍정 확률 : 0.91) 긍정
MA010120220805529268,비어셰프냐항,볶음쌀국수 맛있네요,(긍정 확률 : 0.90) 긍정
MA010120220805529268,비어셰프냐항,"여기 쌀국수는 중독성이 장난아닌거같아요. 돈코츠라멘같은 찐~~한 국물에 숯불고기, 고수, 그리고 매콤한 고추까지 곁들여져서 쉽게 빠져나올수 없는 경험을 주는거같아요. 한국식 쌀국수에 길들여진분들은 꼭 한번 가보시길. 추천합니다",(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,사장님 친절하셔요,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,비빔쌀국수와 새우볶음밥 먹었는데 볶음밥이 더 입맛에 맞았어요. 한옥에 등설치하고 알록달록 꾸미니 이국적이고 색달라서 좋았어요.,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,베트남에 온 것 같아요~~  날씨 좋은 날 야외에서 먹는 것도 괜찮을 것 같네요~ 음식은 무난했습니다~  세우볶음밥은 씹을수록 고소했어요~,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,짱맛있어요,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,맛굳,(긍정 확률 : 0.94) 긍정
MA010120220805529268,비어셰프냐항,맛있어요! 근데 간이 좀 쎈 느낌? 좀 달아오!,(긍정 확률 : 0.98) 긍정
MA010120220805529268,비어셰프냐항,여기 비빔쌀국수 맛있어요 다음에 또 갈거예요!!,(긍정 확률 : 0.95) 긍정
MA010120220805529268,비어셰프냐항,"불향 가득 뽀얀 국물 쌀국수.  쌀국수, 반미, 새우볶음밥, 맥주까지 다 맛있어요.",(긍정 확률 : 0.96) 긍정
MA010120220805529268,비어셰프냐항,이제 제 최애 식당입니다~🤍,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,처음 보는 독특한 메뉴들 좋았어요 ! 다음에 또 방문하고싶어요 ~,(긍정 확률 : 0.99) 긍정
MA010120220805529268,비어셰프냐항,반쎄오 맛집,(긍정 확률 : 0.97) 긍정
MA010120220805858556,무에,맛있어요!,(긍정 확률 : 0.98) 긍정
MA010120220805858556,무에,라떼 대박 엄청 깔꼼한 맛...! 🥛☕️,(긍정 확률 : 0.99) 긍정
MA010120220805858556,무에,굿,(긍정 확률 : 0.94) 긍정
MA010120220805858556,무에,계동 최애 카페,(긍정 확률 : 0.98) 긍정
MA010120220805858556,무에,굿,(긍정 확률 : 0.94) 긍정
MA010120220805858556,무에,커피가 맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805858556,무에,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220805964062,더그릭,"음식도 퀄리티 좋고 뻔하지 않게 분위기 좋아요~ 딱 적당히 캐주얼한 분위기고, 같이 주신 와인도 너무 좋았어요. 서빙해주시는 사장님도 친절하게 메뉴를 알려주셔서 즐거운 식사시간이었어요. 주차 공간은 따로 없어서 좀 아쉬워요. 그래도 감안하고 갈 만큼 만족스러웠어요!",(긍정 확률 : 0.99) 긍정
MA010120220805964062,더그릭,건강한 메뉴에요.,(긍정 확률 : 0.99) 긍정
MA010120220806024744,라 끌레,캐주얼한 와인바에요 부담없이 갈수있어서 다섯번쯤 간거같아요! 근데 가는날에 따라 재즈 분위기나 퀄이 많이 다른거같아요 ㅎㅎ,(긍정 확률 : 0.99) 긍정
MA010120220806024744,라 끌레,지하에 위치해 있고 공연비 3천원으로 째즈 공연을 볼 수 있어요  인테리어는 좀 산만하고 먼지가 많이 쌓여있어 오래된 창고 분위기에요,(긍정 확률 : 0.98) 긍정
MA010120220806024744,라 끌레,굿,(긍정 확률 : 0.94) 긍정
MA010120220806024744,라 끌레,굿,(긍정 확률 : 0.94) 긍정
MA010120220806024744,라 끌레,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220806024744,라 끌레,재즈 입문하기 좋은 곳입니다 너무 즐거운 저녁 보내고 왔어요 평일에 가니 한산하고 좋았습니다,(긍정 확률 : 0.99) 긍정
MA010120220806024744,라 끌레,"여기서 재즈 입문 했어요! 자리는 좀 불편해도, 음악도 너무 좋고 샹그리아도 최고에요💓 텁텁한 맛 없이 깔끔한 맛ㅎㅎ 계속 찾아오게 될 것 같아요.  (식사용 음식은 없고, 간단한 안주거리만 판매하니 참고하세요)",(긍정 확률 : 0.99) 긍정
MA010120220806024744,라 끌레,😀,(긍정 확률 : 0.84) 긍정
MA010120220806167899,네마커피 삼청점,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220806167899,네마커피 삼청점,"인테리어도 예쁘고 맛도 있는데 스태프의 친절까지 겸비한 정말 완벽한 한옥카페. 나도 저런 공간의 주인이 되고 싶다는 꿈을 가지게 하는 기분 좋은 카페.   흥미로운 메뉴에 스토리텔링까지 완벽한 스태프 분의 기분 좋은 일본어 인사 한 마디까지. 상냥함 덕에 더욱 즐거운 시간을 보낼 수 있다는 거.   캔디 에이드는 콜라맛 아이스 음료인데, 지나치게 콜라를 마시는 동료를 위해 스탭이 직접 개발한 대체 건강 음료. 정말 본격적으로 콜라 맛이 난다.",(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,시원하고 뷰도 좋고 친절하시구 :) 좋아요,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220806167899,네마커피 삼청점,커피 맛있고 뷰도 좋네요~^^ 조용하게 분위기 즐기기 좋아요 베리파이도 맛있네요 잘쉬다갑니다~,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,삼청동 처음 와봤는데 카페 분위기 친절함 맛 가격 인상적이에요! 종합적으로 만족! 단골 카페 한개 추가됬어요. 다른 메뉴도 마시고 싶어요!!,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,굳,(긍정 확률 : 0.87) 긍정
MA010120220806167899,네마커피 삼청점,굳!,(긍정 확률 : 0.90) 긍정
MA010120220806167899,네마커피 삼청점,맛있어요,(긍정 확률 : 0.98) 긍정
MA010120220806167899,네마커피 삼청점,커피맛도 좋고 뷰도 좋고~~ 화장실이 독특 맘에 드는 곳~^^,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,가게도 아기자기 이쁘고 커피도 맛있고 광합성하기도 좋은 곳,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,맛도 있고 친절해요~!,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,플랫화이트 마셨는데 원두의 풍미가 잘 느껴져서 좋았어요! 사과파이도 너무 달지 않고 맛있었고 직원분들 다 친절하시고 특히 여자분 친절하셔서 좋았습니다^^,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,잘 먹었습니다 :),(긍정 확률 : 0.98) 긍정
MA010120220806167899,네마커피 삼청점,친절하고 커피는 너무 맛있는데 매장에 똥파리 두마리가..ㅎ,(부정 확률 : 0.96) 부정
MA010120220806167899,네마커피 삼청점,핸드드립커피 깔끔하고 맛있어요!  날이 좀 더워서 얼음이 금방 녹은건지.. 쪼끔더 시원했음 좋겠어요 ㅜㅜ 분위기도 조용하고 커피맛도 즐길수 있는 카페에요!!,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,카페 생각 보다 작고 사람 많았어요. 아메리카노 산미 적당함+깔끔했고 저 에이드는 비추 ㅠㅠ,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,좋아요,(긍정 확률 : 0.95) 긍정
MA010120220806167899,네마커피 삼청점,창가자리 뷰💕,(긍정 확률 : 0.98) 긍정
MA010120220806167899,네마커피 삼청점,잘먹었어요,(긍정 확률 : 0.98) 긍정
MA010120220806167899,네마커피 삼청점,라떼아트도 예술이고 커피도 맛있어요~ 애플파이도 맛나네요♡,(긍정 확률 : 0.99) 긍정
MA010120220806167899,네마커피 삼청점,찾기가 어려워요 커피는 맛나요,(긍정 확률 : 0.95) 긍정
MA010120220806167899,네마커피 삼청점,커피 맛나요. 사람 많아서 홀에는 못 있었는데 디저트도 먹어보고 싶네요 ㅠㅠ,(긍정 확률 : 0.99) 긍정
MA010120220806389097,송재헌,"진짜 나만 알고싶은 가게 킹정입니다,, 명란이뿐만 아니라 굴이도 꼭 담에 보고 싶네요! 사장님 친절하시구, 대화하기도 좋구 고즈넉하구 삼청동에 이런 곳 알아서 넘 행복해요!!!",(긍정 확률 : 0.99) 긍정
MA010120220806491125,소선재,삼청동 위치라 내부는 그닥넓진 않지만 음식 깔끔하고 맛있어요 분위기도좋아요,(긍정 확률 : 0.99) 긍정
MA010120220806491125,소선재,웨이팅 기계가 있어어 좋았습니다. 맛있어요. ^^,(긍정 확률 : 0.99) 긍정
